KEY,en,notes,sp,fr,de,it,pt-br
AREA_NAME_JURASSIC_BANNER,JURASSIC,,Юрський період,JURASSIQUE,DER JURA,GIURASSICO,JURÁSSICO
AREA_NAME_FUTURE_BANNER,THE FUTURE,,Майбутнє,FUTUR,DIE ZUKUNFT,IL FUTURO,O FUTURO
AREA_NAME_THEEND_BANNER,THE END,,Кінець,FIN,DAS ENDE,IL FINE,O FIM
AREA_NAME_ENDOFTIME_BANNER,∞,,∞,∞,∞,∞,∞
,,,,,,,
//dynamic strings,,,,,,,
WORLDEVENT_ENDBUTTON_MISC,Something else?,,Щось інше?,Autre chose&nbsp;?,Was jetzt?,Qualcos'altro?,Mais alguma coisa?
WORLDEVENT_ENDBUTTON_REPLACEABILITY,Select an ability to replace,,Виберіть здібність для заміни,Remplacer une compétence,Wähle eine Fähigkeit zum Ersetzen,Seleziona un'abilità da sostituire,Selecione uma habilidade para substituir
WORLDEVENT_ENDBUTTON_REPLACEPASSIVE,Select a passive to replace,,Виберіть пасивну здібність для заміни,Remplacer une compétence passive,Wähle einen Passiveffekt zum Ersetzen,Seleziona un'abilità passiva da sostituire,Selecione uma habilidade passiva para substituir
WORLDEVENT_ENDBUTTON_TRYAGAIN,Try again,,Спробуйте ще раз,Réessayer,Noch einmal versuchen,Riprova,Tentar novamente
WORLDEVENT_ENDBUTTON_LEVELUP,Level Up!,,Рівень підвищено!,Gain de niveau&nbsp;!,Level Up!,Livello superato!,Novo nível!
WORLDEVENT_ENDBUTTON_LEVELUP_CAT,Level Up {Catname}!,,Рівень {Catname} підвищено!,{Catname} gagne un niveau&nbsp;!,{Catname} bekommt ein Level Up!,{Catname} ha superato il livello!,{Catname} subiu de nível!
WORLDEVENT_ENDBUTTON_LEVELUP_CAT_M,,,,,,,
WORLDEVENT_ENDBUTTON_LEVELUP_CAT_F,,,,,,,
WORLDEVENT_ENDBUTTON_LEVELUP_CAT_N,,,,,,,
WORLDEVENT_ENDBUTTON_FIGHT,Fight!,,Бій!,Combat&nbsp;!,Kämpfen!,Combatti!,Luta!
WORLDEVENT_ENDBUTTON_AMBUSHED,Ambushed!,,Потрапили в засідку!,Embuscade&nbsp;!,Ein Hinterhalt!,Imboscata!,Emboscada!
,,,,,,,
WORLDEVENT_GET_ITEM_FAIL,"{Catname} tried to get {itemname}, but it failed.",,Спроба отримати {itemname} для {Catname} не вдалася.,"{Catname} a essayé d'obtenir {itemname}, mais a échoué.","{Catname} hat versucht, {itemname} zu bekommen. Es hat nicht geklappt.","{Catname} ha provato a prendere l'oggetto {itemname}, ma ha fallito.","{Catname} tentou obter {itemname}, mas não conseguiu."
WORLDEVENT_GET_ITEM_FAIL_M,,,,,,,
WORLDEVENT_GET_ITEM_FAIL_F,,,,,,,
WORLDEVENT_GET_ITEM_FAIL_N,,,,,,,
WORLDEVENT_GET_ITEM_SUCCESS,{Catname} got {itemname}!,,{itemname} отримано для {Catname}!,{Catname} a obtenu {itemname}&nbsp;!,{Catname} erhält {itemname}!,{Catname} ha preso l'oggetto '{itemname}'!,{Catname} obteve {itemname}!
WORLDEVENT_GET_ITEM_SUCCESS_M,,,,,,,
WORLDEVENT_GET_ITEM_SUCCESS_F,,,,,,,
WORLDEVENT_GET_ITEM_SUCCESS_N,,,,,,,
WORLDEVENT_LOSE_ITEM,{Catname} lost {itemname}!,,{itemname} втрачено у {Catname}!,{Catname} a perdu {itemname}&nbsp;!,{Catname} hat {itemname} verloren!,{Catname} ha perso l'oggetto '{itemname}'!,{Catname} perdeu {itemname}!
WORLDEVENT_LOSE_ITEM_M,,,,,,,
WORLDEVENT_LOSE_ITEM_F,,,,,,,
WORLDEVENT_LOSE_ITEM_N,,,,,,,
WORLDEVENT_LOSE_NOTHING,{Catname} has nothing to lose.,,{Catname} нічого втрачати.,{Catname} n'a rien à perdre.,{Catname} hat nichts zu verlieren.,{Catname} non ha nulla da perdere.,{Catname} não tem nada a perder.
WORLDEVENT_LOSE_NOTHING_M,,,,,,,
WORLDEVENT_LOSE_NOTHING_F,,,,,,,
WORLDEVENT_LOSE_NOTHING_N,,,,,,,
WORLDEVENT_TAKE_DAMAGE,{Catname} took {amount} damage!,,{Catname} зазнав {amount} шкоди!,{Catname} a subi {amount} dégâts&nbsp;!,{Catname} hat {amount}&nbsp;Schaden erlitten!,{Catname} ha subito {amount} di danno!,{Catname} sofreu {amount} de dano!
WORLDEVENT_TAKE_DAMAGE_M,,,,,,,
WORLDEVENT_TAKE_DAMAGE_F,,,,,,,
WORLDEVENT_TAKE_DAMAGE_N,,,,,,,
WORLDEVENT_PARTY_TAKE_DAMAGE,The entire party took {amount} damage!,,Вся команда зазнала {amount} шкоди!,L'équipe entière a subi {amount} dégâts&nbsp;!,Die gesamte Gruppe hat {amount}&nbsp;Schaden erlitten!,L'intero gruppo ha subito {amount} di danno!,Todo o grupo sofreu {amount} de dano!
WORLDEVENT_PARTY_TAKE_VARYING_DAMAGE,The entire party took damage.,,Вся команда зазнала шкоди.,L'équipe entière a subi des dégâts&nbsp;!,Die gesamte Gruppe hat Schaden erlitten.,L'intero gruppo ha subito del danno.,Todo o grupo sofreu dano!
WORLDEVENT_PARTY_TAKE_PERCENT_DAMAGE,The entire party took {amount}% damage!,,Вся команда зазнала {amount}% шкоди!,L'équipe entière a subi {amount}&nbsp;% de dégâts&nbsp;!,Die gesamte Gruppe hat {amount}&nbsp;% Schaden erlitten!,L'intero gruppo ha subito un {amount}% di danno!,Todo o grupo sofreu {amount}% de dano!
WORLDEVENT_LEARN_ACTIVE_ABILITY,{Catname} learned {ability}!,,{Catname} опанував {ability}!,{Catname} a appris {ability}&nbsp;!,{Catname} hat {ability} gelernt!,{Catname} ha imparato l'abilità attiva '{ability}'!,{Catname} aprendeu {ability}!
WORLDEVENT_LEARN_ACTIVE_ABILITY_M,,,,,,,
WORLDEVENT_LEARN_ACTIVE_ABILITY_F,,,,,,,
WORLDEVENT_LEARN_ACTIVE_ABILITY_N,,,,,,,
WORLDEVENT_LEARN_PASSIVE_ABILITY,{Catname} learned {passive}!,,{Catname} опанував {passive}!,{Catname} a appris {passive}&nbsp;!,{Catname} hat {passive} gelernt!,{Catname} ha imparato l'abilità passiva '{passive}'!,{Catname} aprendeu {passive}!
WORLDEVENT_LEARN_PASSIVE_ABILITY_M,,,,,,,
WORLDEVENT_LEARN_PASSIVE_ABILITY_F,,,,,,,
WORLDEVENT_LEARN_PASSIVE_ABILITY_N,,,,,,,
WORLDEVENT_FAIL_LEARN_ACTIVE_ABILITY,{Catname} couldn't learn a new active because {he} had nothing new to learn.,,"{Catname} не зміг вивчити нову активну здатність, бо у {he} не було нічого нового для вивчення.",{Catname} n'a pas pu apprendre de nouvelle compétence active car {he} n'avait rien de nouveau à apprendre.,"{Catname} konnte keine neue Aktivfähigkeit lernen, weil {he} nichts Neues zu lernen hat.",{Catname} non ha potuto imparare una nuova abilità attiva perché non aveva nulla di nuovo da imparare.,{Catname} não conseguiu aprender uma nova habilidade ativa porque não tinha nada de novo para aprender.
WORLDEVENT_FAIL_LEARN_ACTIVE_ABILITY_M,,,,,,,
WORLDEVENT_FAIL_LEARN_ACTIVE_ABILITY_F,,,,,,,
WORLDEVENT_FAIL_LEARN_ACTIVE_ABILITY_N,,,,,,,
WORLDEVENT_FAIL_LEARN_PASSIVE_ABILITY,{Catname} couldn't learn a new passive because {he} had nothing new to learn.,,"{Catname} не зміг вивчити нову пасивну здатність, бо у {he} не було нічого нового для вивчення.",{Catname} n'a pas pu apprendre de nouvelle compétence passive car {he} n'avait rien de nouveau à apprendre.,"{Catname} konnte keinen neuen Passiveffekt lernen, weil {he} nichts Neues zu lernen hat.",{Catname} non ha potuto imparare una nuova abilità passiva perché non aveva nulla di nuovo da imparare.,{Catname} não conseguiu aprender uma nova habilidade passiva porque não tinha nada de novo para aprender.
WORLDEVENT_FAIL_LEARN_PASSIVE_ABILITY_M,,,,,,,
WORLDEVENT_FAIL_LEARN_PASSIVE_ABILITY_F,,,,,,,
WORLDEVENT_FAIL_LEARN_PASSIVE_ABILITY_N,,,,,,,
WORLDEVENT_SWAP_BASIC_ATTACK,{Catname}'s basic attack was replaced with {ability}!,,Базова атака {Catname} була замінена на {ability}!,{Catname} voit son attaque de base être remplacée par {ability}&nbsp;!,Der Grundangriff von {Catname} wurde durch {ability} ersetzt!,L'attacco base di {Catname} è stato sostituito con l'abilità {ability}!,O ataque básico de {Catname} foi substituído por {ability}!
WORLDEVENT_SWAP_BASIC_ATTACK_M,,,,,,,
WORLDEVENT_SWAP_BASIC_ATTACK_F,,,,,,,
WORLDEVENT_SWAP_BASIC_ATTACK_N,,,,,,,
WORLDEVENT_SKIP_NEXT_FIGHT,{Catname} will skip the next fight.,,{Catname} пропустить наступний бій.,{Catname} sautera le prochain combat.,{Catname} wird nicht am nächsten Kampf teilnehmen.,{Catname} salterà il prossimo combattimento.,{Catname} vai pular a próxima luta.
WORLDEVENT_SKIP_NEXT_FIGHT_M,,,,,,,
WORLDEVENT_SKIP_NEXT_FIGHT_F,,,,,,,
WORLDEVENT_SKIP_NEXT_FIGHT_N,,,,,,,
WORLDEVENT_NEW_PARTY_MEMBER,{Catname} has joined your party!,,{Catname} приєднався до вашої команди!,{Catname} a rejoint votre équipe&nbsp;!,{Catname} ist deiner Gruppe beigetreten!,Ora {Catname} fa parte del tuo gruppo!,{Catname} se juntou ao seu grupo!
WORLDEVENT_NEW_PARTY_MEMBER_M,,,,,,,
WORLDEVENT_NEW_PARTY_MEMBER_F,,,,,,,
WORLDEVENT_NEW_PARTY_MEMBER_N,,,,,,,
WORLDEVENT_NEW_FOLLOWER,{Catname} has started following your party.,,{Catname} почав слідувати за вашою командою.,{Catname} se met à suivre votre équipe.,{Catname} folgt deiner Gruppe jetzt.,{Catname} ha iniziato a seguire il tuo gruppo.,{Catname} começou a seguir seu grupo!
WORLDEVENT_NEW_FOLLOWER_M,,,,,,,
WORLDEVENT_NEW_FOLLOWER_F,,,,,,,
WORLDEVENT_NEW_FOLLOWER_N,,,,,,,
WORLDEVENT_GAIN_DISORDER,{Catname} got {disorder}!,,{Catname} отримав {disorder}!,{Catname} a subi {disorder}&nbsp;!,{Catname} hat {disorder} erlitten!,{Catname} ha contratto il disturbo '{disorder}'!,{Catname} está sofrendo {disorder}!
WORLDEVENT_GAIN_DISORDER_M,,,,,,,
WORLDEVENT_GAIN_DISORDER_F,,,,,,,
WORLDEVENT_GAIN_DISORDER_N,,,,,,,
WORLDEVENT_CAT_CANT_LEVEL_UP,...{Catname} cannot level up...,,...{Catname} не може підвищити рівень...,... {Catname} ne peut pas monter de niveau...,…&nbsp;{Catname} kann kein Level aufsteigen&nbsp;…,...{Catname} non può salire di livello...,...{Catname} não pode subir de nível...
WORLDEVENT_CAT_CANT_LEVEL_UP_M,,,,,,,
WORLDEVENT_CAT_CANT_LEVEL_UP_F,,,,,,,
WORLDEVENT_CAT_CANT_LEVEL_UP_N,,,,,,,
WORLDEVENT_GAIN_COINS,{Catname} got {amount} coins!,,{Catname} отримав {amount} монет!,{Catname} a obtenu {amount} pièces&nbsp;!,{Catname} hat {amount}&nbsp;Münzen erhalten!,{Catname} ha ottenuto {amount} monete!,{Catname} obteve {amount} moedas!
WORLDEVENT_GAIN_COINS_M,,,,,,,
WORLDEVENT_GAIN_COINS_F,,,,,,,
WORLDEVENT_GAIN_COINS_N,,,,,,,
WORLDEVENT_GAIN_1_COIN,{Catname} got 1 coin!,,{Catname} отримав 1 монету!,{Catname} a obtenu 1&nbsp;pièce&nbsp;!,{Catname} hat 1&nbsp;Münze erhalten!,{Catname} ha ottenuto 1 moneta!,{Catname} obteve 1 moeda!
WORLDEVENT_GAIN_1_COIN_M,,,,,,,
WORLDEVENT_GAIN_1_COIN_F,,,,,,,
WORLDEVENT_GAIN_1_COIN_N,,,,,,,
WORLDEVENT_LOSE_COINS,{Catname} lost {amount} coins!,,{Catname} втратив {amount} монет!,{Catname} perd {amount} pièces&nbsp;!,{Catname} hat {amount}&nbsp;Münzen verloren!,{Catname} ha perso {amount} monete!,{Catname} perdeu {amount} moedas!
WORLDEVENT_LOSE_COINS_M,,,,,,,
WORLDEVENT_LOSE_COINS_F,,,,,,,
WORLDEVENT_LOSE_COINS_N,,,,,,,
WORLDEVENT_LOSE_1_COIN,{Catname} lost 1 coin!,,{Catname} втратив 1 монету!,{Catname} a perdu 1&nbsp;pièce&nbsp;!,{Catname} hat 1&nbsp;Münze verloren!,{Catname} ha perso 1 moneta!,{Catname} perdeu 1 moeda!
WORLDEVENT_LOSE_1_COIN_M,,,,,,,
WORLDEVENT_LOSE_1_COIN_F,,,,,,,
WORLDEVENT_LOSE_1_COIN_N,,,,,,,
WORLDEVENT_SPEND_COINS,{Catname} hands over {amount} coins.,,{Catname} передає {amount} монет.,{Catname} donne {amount} pièces.,{Catname} bezahlt {amount}&nbsp;Münzen.,{Catname} consegna {amount} monete.,{Catname} entrega {amount} moedas!
WORLDEVENT_SPEND_COINS_M,,,,,,,
WORLDEVENT_SPEND_COINS_F,,,,,,,
WORLDEVENT_SPEND_COINS_N,,,,,,,
WORLDEVENT_SPEND_1_COIN,{Catname} hands over 1 coin.,,{Catname} віддає 1 монету.,{Catname} donne 1&nbsp;pièce.,{Catname} bezahlt 1&nbsp;Münze.,{Catname} consegna 1 moneta.,{Catname} entrega 1 moeda!
WORLDEVENT_SPEND_1_COIN_M,,,,,,,
WORLDEVENT_SPEND_1_COIN_F,,,,,,,
WORLDEVENT_SPEND_1_COIN_N,,,,,,,
WORLDEVENT_GAIN_FOOD,{Catname} stored {amount} food!,,{Catname} зберіг(ла) {amount} їжі!,{Catname} obtient {amount} nourritures&nbsp;!,{Catname} hat {amount}&nbsp;Futter bekommen!,{Catname} ha accumulato {amount} unità di cibo!,{Catname} armazenou {amount} de comida!
WORLDEVENT_GAIN_FOOD_M,,,,,,,
WORLDEVENT_GAIN_FOOD_F,,,,,,,
WORLDEVENT_GAIN_FOOD_N,,,,,,,
WORLDEVENT_GAIN_1_FOOD,{Catname} stored 1 food!,,{Catname} зберіг(ла) 1 одиницю їжі!,{Catname} obtient 1&nbsp;nourriture&nbsp;!,{Catname} hat 1&nbsp;Futter bekommen!,{Catname} ha conservato 1 unità di cibo!,{Catname} armazenou 1 de comida!
WORLDEVENT_GAIN_1_FOOD_M,,,,,,,
WORLDEVENT_GAIN_1_FOOD_F,,,,,,,
WORLDEVENT_GAIN_1_FOOD_N,,,,,,,
WORLDEVENT_LOSE_FOOD,{Catname} stored 1 food!,,{Catname} зберіг(ла) 1 одиницю їжі!,{Catname} obtient 1&nbsp;nourriture&nbsp;!,{Catname} hat 1&nbsp;Futter bekommen!,{Catname} ha conservato 1 unità di cibo!,{Catname} armazenou 1 de comida!
WORLDEVENT_LOSE_FOOD_M,,,,,,,
WORLDEVENT_LOSE_FOOD_F,,,,,,,
WORLDEVENT_LOSE_FOOD_N,,,,,,,
WORLDEVENT_LOSE_1_FOOD,{Catname} stored 1 food!,,{Catname} зберіг(ла) 1 одиницю їжі!,{Catname} obtient 1&nbsp;nourriture&nbsp;!,{Catname} hat 1&nbsp;Futter bekommen!,{Catname} ha conservato 1 unità di cibo!,{Catname} armazenou 1 de comida!
WORLDEVENT_LOSE_1_FOOD_M,,,,,,,
WORLDEVENT_LOSE_1_FOOD_F,,,,,,,
WORLDEVENT_LOSE_1_FOOD_N,,,,,,,
WORLDEVENT_INJURY_PREVENTED,"{Catname} should have suffered an injury, but was immune!",,"{Catname} мав(ла) б отримати травму, але був(ла) імунний(а)!",{Catname} a évité une blessure grâce à son immunité&nbsp;!,"{Catname} wäre eigentlich verletzt worden, ist aber immun!","{Catname} avrebbe dovuto subire una ferita, ma era immune!","{Catname} deveria ter sofrido um ferimento, mas estava imune!"
WORLDEVENT_INJURY_PREVENTED_M,,,,,,,
WORLDEVENT_INJURY_PREVENTED_F,,,,,,,
WORLDEVENT_INJURY_PREVENTED_N,,,,,,,
WORLDEVENT_SUFFER_INJURY,{Catname} suffered {injury}!,,{Catname} зазнав(ла) {injury}!,{Catname} a subi {injury}&nbsp;!,{Catname} erleidet: {injury}!,{Catname} ha subito la ferita '{injury}'!,{Catname} sofreu {injury}!
WORLDEVENT_SUFFER_INJURY_M,,,,,,,
WORLDEVENT_SUFFER_INJURY_F,,,,,,,
WORLDEVENT_SUFFER_INJURY_N,,,,,,,
WORLDEVENT_CURE_INJURY,{Catname's} {injury} was cured!,,{Catname's} {injury} було вилікувано!,{Catname} a perdu {injury}&nbsp;!,{injury} von {Catname} wurde geheilt!,La ferita '{injury}' di {Catname} è stata curata!,O ferimento {injury} de {Catname's} foi curado!
WORLDEVENT_CURE_INJURY_M,,,,,,,
WORLDEVENT_CURE_INJURY_F,,,,,,,
WORLDEVENT_CURE_INJURY_N,,,,,,,
WORLDEVENT_CURE_DISORDER,{Catname} lost {disorder}!,,{Catname} позбувся(лася) {disorder}!,{Catname} ne subit plus {disorder}&nbsp;!,{Catname} leidet nicht mehr unter {disorder}!,{Catname} ha perso il disturbo '{disorder}'!,{Catname} não está mais sofrendo {disorder}!
WORLDEVENT_CURE_DISORDER_M,,,,,,,
WORLDEVENT_CURE_DISORDER_F,,,,,,,
WORLDEVENT_CURE_DISORDER_N,,,,,,,
WORLDEVENT_FULL_HEAL,{Catname} healed to full.,,{Catname} повністю одужав(ла).,{Catname} a récupéré tous ses PV&nbsp;!,{Catname} wurde vollständig geheilt.,,{Catname} se curou totalmente.
WORLDEVENT_FULL_HEAL_M,,,,,,{Catname} è guarito completamente.,
WORLDEVENT_FULL_HEAL_F,,,,,,{Catname} è guarita completamente.,
WORLDEVENT_FULL_HEAL_N,,,,,,{Catname} è ora completamente in salute.,
WORLDEVENT_HEAL,{Catname} healed {amount} health.,,{Catname} відновив(ла) {amount} здоров'я.,{Catname} a récupéré {amount} PV.,{Catname} wurde um {amount}&nbsp;LP geheilt.,{Catname} ha recuperato {amount} di salute.,{Catname} curou {amount} de saúde.
WORLDEVENT_HEAL_M,,,,,,,
WORLDEVENT_HEAL_F,,,,,,,
WORLDEVENT_HEAL_N,,,,,,,
WORLDEVENT_PARTY_HEAL,The entire party healed {amount} health.,,Уся група відновила {amount} здоров'я.,L'équipe entière a récupéré {amount} PV.,Die gesamte Gruppe wurde um {amount}&nbsp;LP geheilt.,L'intero gruppo ha recuperato {amount} di salute.,Todo o grupo curou {amount} de saúde.
WORLDEVENT_PARTY_HEAL_PERCENT,The entire party healed {amount}% health.,,Уся група відновила {amount}% здоров'я.,L'équipe entière a récupéré {amount}&nbsp;% de PV.,Die gesamte Gruppe wurde um {amount}&nbsp;% geheilt.,L'intero gruppo ha recuperato un {amount}% di salute.,Todo o grupo curou {amount}% de saúde.
WORLDEVENT_CHANGE_STATS,{Catname} got {statchanges},"{statchanges} is icons and no actual text. Will look like ""Fluffy got +1[img:str], -1[img:con]"" in context
",{Catname} отримав(ла) {statchanges},{Catname} a obtenu {statchanges},{Catname} erhält {statchanges},{Catname} ha ottenuto {statchanges},{Catname} obteve {statchanges}
WORLDEVENT_CHANGE_STATS_M,,,,,,,
WORLDEVENT_CHANGE_STATS_F,,,,,,,
WORLDEVENT_CHANGE_STATS_N,,,,,,,
WORLDEVENT_GREW_OLD,{Catname} has grown old and tired!,,{Catname} постарів(ла) і втомився(лася)!,{Catname} est devenu vieux et épuisé&nbsp;!,{Catname} ist alt und gebrechlich geworden!,,{Catname} envelheceu!
WORLDEVENT_GREW_OLD_M,,,,,,{Catname} è diventato vecchio e stanco!,
WORLDEVENT_GREW_OLD_F,,,,,,{Catname} è diventata vecchia e stanca!,
WORLDEVENT_GREW_OLD_N,,,,,,{Catname} soffre di vecchiaia e stanchezza!,
WORLDEVENT_PARTY_GREW_OLD,The entire party has grown old and tired!,,Уся група постаріла і втомилася!,L'équipe entière est devenue vieille et épuisée&nbsp;!,Die gesamte Gruppe ist alt und gebrechlich geworden!,L'intero gruppo è diventato vecchio e stanco!,Todo o grupo envelheceu!
,,,,,,,
HOUSE_INTERSTITIAL_STARVED,{Catname} starved to death!,,{Catname} помер(ла) від голоду!,{Catname} est mort de faim&nbsp;!,{Catname} ist verhungert!,,{Catname} morreu de fome!
HOUSE_INTERSTITIAL_STARVED_M,,,,,,{Catname} è morto di fame!,
HOUSE_INTERSTITIAL_STARVED_F,,,,,,{Catname} è morta di fame!,
HOUSE_INTERSTITIAL_STARVED_N,,,,,,{Catname} ha cessato di vivere a causa della fame!,
HOUSE_INTERSTITIAL_STARVING,"There is not enough food, some cats are starving.",,"Недостатньо їжі, деякі коти голодують.",Nourriture insuffisante. Certains chats meurent de faim.,Du hast nicht genug Futter. Deine Katzen haben Hunger.,"Non c'è abbastanza cibo, alcuni gatti stanno morendo di fame.",Não há comida suficiente. Alguns gatos estão passando fome.
