KEY,en,notes,sp,fr,de,it,pt-br
ITEM_ANOINTINGOIL_DESC,"Use: Cleanse debuffs from an adjacent unit or yourself.
[s:.7](Usable once per battle.)[/s]",,"Використати: Зняти негативні ефекти з сусіднього юніта або себе.
[s:.7](Можна використати лише раз за бій.)[/s]","Utilisation&nbsp;: dissipe les malus d'une unité adjacente ou de vous-même.
[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]","Benutzen: Reinige deine Schwächungen oder die einer benachbarten Einheit.
[s:.7](Einmal pro Kampf verwendbar.)[/s]","Uso: Rimuovi i malus da te o da un'unità adiacente.
[s:.7](Utilizzabile una volta per battaglia.)[/s]","Uso: purifique enfraquecimentos de si ou de uma unidade adjacente.
[s:.7](Um uso por batalha.)[/s]"
ITEM_BAGOFCHUM_NAME,Bag Of Chum,,Мішок Приманки,Sac d'asticots,Ködertasche,Sacco di Pastura,Bolsa de Iscas
ITEM_BAGOFCHUM_DESC,Use: Spawn a Charmed Maggot.,,Використати: Заспавнити Зачаровану Личинку.,Utilisation&nbsp;: invoque un asticot envoûté.,Benutzen: Rufe eine freundliche Made.,Uso: Generi una Larva Ammaliata.,Uso: gere um verme enfeitiçado.
ITEM_BAGOFGLASS_NAME,Bag o' Glass,,Мішок Скла,Sac de verre,Scherbentasche,Sacco di Vetro,Saco de Vidro
ITEM_BAGOFGLASS_DESC,"Use: Spawn Glass on an adjacent tile.
5% chance to break when used.",,"Використати: Заспавнити Скло на суміжній клітинці.
5% шанс зламатися при використанні.","Utilisation&nbsp;: fait apparaître du verre sur une case adjacente.
5&nbsp;% de chances de se briser après utilisation.","Benutzen: Lasse auf einem benachbarten Feld Scherben erscheinen.
Geht nach Benutzung mit 5%iger Wahrscheinlichkeit kaputt.","Uso: Generi Vetro su una casella adiacente.
5% di probabilità di rompersi quando viene utilizzato.","Uso: gere vidro em um espaço adjacente.
5% de chance de quebrar após o uso."
ITEM_BAGOFGLITTER_NAME,Bag o' Glitter,,Мішок Блискіток,Sac de paillettes,Glitzertasche,Sacco di Brillantini,Saco de Purpurina
ITEM_BAGOFGLITTER_DESC,"Use: Inflict Blind 2 on an adjacent unit.
5% chance to break when used.",,"Використати: Нанести Осліплення 2 на суміжний юніт.
5% шанс зламатися при використанні.","Utilisation&nbsp;: inflige Cécité +2&nbsp;à une unité adjacente.
5&nbsp;% de chances de se briser après utilisation.","Benutzen: Verursache Blindheit&nbsp;2 bei einer benachbarten Einheit.
Geht nach Benutzung mit 5%iger Wahrscheinlichkeit kaputt.","Uso: Infliggi Accecamento 2 a un'unità adiacente.
5% di probabilità di rompersi quando viene utilizzato.","Uso: aplique cegueira 2 em uma unidade adjacente.
5% de chance de quebrar após o uso."
ITEM_BAGOFMEAT_NAME,Bag o' Meat,,Мішок М'яса,Sac de viande,Fleischtasche,Sacco di Carne,Saco de Carne
ITEM_BAGOFMEAT_DESC,"Use: Spawn Meat on an adjacent tile.
5% chance to break when used.",,"Використати: Заспавнити М'ясо на суміжній клітинці.
5% шанс зламатися при використанні.","Utilisation&nbsp;: fait apparaître de la viande sur une case adjacente.
5&nbsp;% de chances de se briser après utilisation.","Benutzen: Lasse auf einem benachbarten Feld Fleisch erscheinen.
Geht nach Benutzung mit 5%iger Wahrscheinlichkeit kaputt.","Uso: Generi Carne su una casella adiacente.
5% di probabilità di rompersi quando viene utilizzato.","Uso: gere carne em um espaço adjacente.
5% de chance de quebrar após o uso."
ITEM_BAGOFROCKS_NAME,Bag of Rocks,,Мішок каміння,Sac de pierres,Steintasche,Sacco di Rocce,Saco de Pedras
ITEM_BAGOFROCKS_DESC,Use: A melee attack that inflicts Bruise.,,"Використати: атака в ближньому бою, що накладає Синець.",Utilisation&nbsp;: une attaque au corps-à-corps qui inflige Contusion.,"Benutzen: Ein Nahkampfangriff, der Beulen verursacht.",Uso: Un attacco corpo a corpo che infligge Livido.,Uso: um ataque corpo-a-corpo que aplica contusão.
ITEM_BAGOFSTUFF_NAME,Bag o' Stuff,,Мішок всякої всячини,Sac mystère,Tasche mit Zeug,Sacco di Roba,Saco de Coisas
ITEM_BAGOFSTUFF_DESC,"Use: Spawn a random pickup on an adjacent tile.
5% chance to break when used.",,"Використати: Заспавнити випадковий предмет на сусідній клітинці.
5% шанс зламатися при використанні.","Utilisation&nbsp;: fait apparaître une ressource aléatoire sur une case adjacente.
5&nbsp;% de chances de se briser après utilisation.","Benutzen: Lasse auf einem benachbarten Feld einen zufälligen Gegenstand erscheinen.
Geht nach Benutzung mit 5%iger Wahrscheinlichkeit kaputt.","Uso: Generi un oggetto casuale su una casella adiacente.
5% di probabilità di rompersi quando viene utilizzato.","Uso: gere um coletável aleatório em um espaço adjacente.
5% de chance de quebrar após o uso."
ITEM_BALLPEENHAMMER_NAME,Ball-Peen Hammer,,Молоток з кульковим бойком,Marteau à panne ronde,Schlosserhammer,Martello a Penna Sferica,Martelo de Bola
ITEM_BALLPEENHAMMER_DESC,"Use: A melee attack. If used on an ally, give +1 use to all of their items instead of dealing damage.
5% chance to break when used to repair items.",,"Використати: Атака в ближньому бою. Якщо застосовано по союзнику, замість того, щоб завдати шкоди, додайте +1 використання всім їхнім предметам.
5% шанс зламатися при використанні для ремонту предметів.","Utilisation&nbsp;: une attaque au corps-à-corps. Utilisé sur un allié, accorde Utilisation +1&nbsp;à tous ses objets au lieu d'infliger des dégâts.
5&nbsp;% de chances de se briser après avoir été utilisé pour réparer des objets.","Benutzen. Ein Nahkampfangriff. Ist das Ziel ein Verbündeter, verleihe all seinen Gegenständen +1&nbsp;Anwendung statt Schaden zu verursachen.
Geht nach Reparatur mit 5%iger Wahrscheinlichkeit kaputt.","Uso: Un attacco corpo a corpo. Se usato su un alleato, conferisce +1 utilizzo a tutti i suoi oggetti invece di infliggere danno.
5% di probabilità di rompersi quando viene utilizzato per riparare oggetti.","Uso: um ataque corpo-a-corpo. Se utilizado em um aliado, concede +1 de todos os seus itens ao invés de causar dano.
5% de chance de quebrar após o uso."
ITEM_BARBEDPAW_NAME,Barbed Paw,,Шипаста лапа,Patoune barbelée,Dornentatze,Zampa Spinata,Pata Farpada
ITEM_BARBEDPAW_DESC,"Use: A melee attack that inflicts Bleed 1.
Passive: +1 Thorns.",,"Використати: Атака в ближньому бою, що накладає Кровотечу 1.
Пасивне: +1 до шипів.","Utilisation&nbsp;: une attaque au corps-à-corps qui inflige Saignement +1.
Passif&nbsp;: Épines +1.","Benutzen: Ein Nahkampfangriff, der Blutung&nbsp;1 verursacht.
Passiveffekt: +1&nbsp;Dornen.","Uso: Un attacco corpo a corpo che infligge Sanguinamento 1.
Abilità Passiva: +1 Spine.","Uso: um ataque corpo-a-corpo que aplica sangramento 1.
Passivo: +1 de espinhos."
ITEM_BATTERY_NAME,Battery,,Батарея,Batterie,Batterie,Batteria,Pilha
ITEM_BATTERY_DESC,Use: A ranged lightning attack with a 10% chance to Stun.,,Використати: Дальня електрична атака з 10% шансом оглушити.,Utilisation&nbsp;: un éclair lancé à distance avec 10&nbsp;% de chances d'infliger Étourdissement.,"Benutzen: Ein Fernkampf-Blitzangriff, der mit 10%iger Wahrscheinlichkeit Betäubung verursacht.",Uso: Un attacco elettrico a distanza con un 10% di probabilità di infliggere Stordimento.,Uso: um ataque elétrico à distância com 10% de chance de atordoar.
ITEM_BATTLEAXE_NAME,Battle Axe,,Боєва сокира,Hache de guerre,Streitaxt,Ascia da Battaglia,Machado de Batalha
ITEM_BATTLEAXE_DESC,"Use: A melee spin attack.
This uses up both your movement and attack action.",,"Використати: Кругова атака в ближньому бою.
Це витрачає і ваш хід руху, і дію атаки.","Utilisation&nbsp;: une attaque au corps-à-corps tournoyante.
Consomme à la fois votre action de déplacement et votre action d'attaque.","Benutzen: Ein Nahkampf-Wirbelangriff.
Verbraucht deine Bewegungsaktion und deinen Angriff.","Uso: Un attacco rotante corpo a corpo.
Consuma sia la tua azione di movimento che quella di attacco.","Uso: um ataque corpo-a-corpo giratório.
Isto conta como sua ação de movimento e sua ação de ataque."
ITEM_BEARTRAPS_NAME,Bear Traps,,Капкани,Pièges à ours,Bärenfalle,Trappole per Orsi,Armadilhas de Urso
ITEM_BEARTRAPS_DESC,Use: Place a Bear Trap.,,Використати: Розмістити капкан.,Utilisation&nbsp;: place un piège à ours.,Benutzen: Lege eine Bärenfalle.,Uso: Piazzi una Trappola per Orsi.,Uso: prepare uma armadilha de urso.
ITEM_BENTSPOON_NAME,Bent Spoon,,Зігнута ложка,Cuillère tordue,Verbogener Löffel,Cucchiaio Piegato,Colher Dobrada
ITEM_BENTSPOON_DESC,Use: Pull any unit 1 tile toward you and deal 1 damage to it.,,Використати: Потягніть будь-який юніт на 1 клітинку до вас і завдайте йому 1 шкоди.,Utilisation&nbsp;: tire n'importe quelle unité d'une case vers vous et lui infligez 1&nbsp;dégât.,Benutzen: Ziehe eine beliebige Einheit 1&nbsp;Feld an dich heran und füge ihr 1&nbsp;Schaden zu.,Uso: Tiri un'unità qualsiasi di 1 casella verso di te e le infliggi 1 danno.,Uso: puxe qualquer unidade 1 espaço na sua direção e cause 1 de dano a ela.
ITEM_BIBLE_NAME,The Bible,,Біблія,La Sainte Bible,Die Bibel,La Bibbia,Bíblia
ITEM_BIBLE_DESC,"Use: Cleanse one stack of a random debuff from a unit at melee range. 
Passive: Your heals heal for 1 extra.",,"Використати: Зняти один стек випадкового негативного ефекту з юніта в ближньому бою.
Пасивно: ваші зцілення відновлюють на 1 ОЗ більше.","Utilisation&nbsp;: dissipe le cumul d'un malus aléatoire d'une unité au corps-à-corps.
Passif&nbsp;: vos soins guérissent 1&nbsp;fois de plus.","Benutzen: Reinige einen Stapel einer zufälligen Schwächung bei einer Einheit in Nahkampfreichweite.
Passiveffekt: Deine Heilungen heilen 1&nbsp;LP mehr.","Uso: Rimuovi uno stack di un malus casuale da un'unità a una distanza corpo a corpo.
Abilità Passiva: Le tue cure rigenerano 1 PS in più.","Uso: purifique uma acumulação de um enfraquecimento aleatório de uma unidade dentro do alcance corpo-a-corpo.
Passivo: suas curas são 1 PV mais efetivas."
ITEM_BIGGESTSTICK_NAME,Biggest Stick,,Найбільша палиця,Gigabâton,Der größte Stock,Bastone Enorme,Graveto Enorme
ITEM_BIGGESTSTICK_DESC,Use: A melee attack with +3 reach.,,Використати: Атака в ближньому бою з +3 до дальності.,Utilisation&nbsp;: une attaque au corps-à-corps avec Allonge +3.,Benutzen: Ein Nahkampfangriff mit +3&nbsp;Reichweite.,Uso: Un attacco corpo a corpo con portata +3.,Uso: um ataque corpo-a-corpo com +3 de envergadura.
ITEM_BIGSPRING_NAME,Big Spring,,Велика пружина,Gros ressort,Große Feder,Molla Gigante,Mola Grande
ITEM_BIGSPRING_DESC,Use: Throw an adjacent unit to a tile.,,Використання: Киньте сусідній юніт на клітинку.,Utilisation&nbsp;: propulse une unité adjacente sur une case.,Benutzen: Wirf eine benachbarte Einheit auf ein beliebiges Feld.,Uso: Lanci un'unità adiacente su una casella.,Uso: lance uma unidade adjacente em um espaço.
ITEM_BIGSTICK_NAME,Big Stick,,Велика палиця,Gros bâton,Großer Stock,Bastone Grande,Graveto Grande
ITEM_BIGSTICK_DESC,Use: A melee attack with +2 reach.,,Використання: Рукопашна атака з +2 до досяжності.,Utilisation&nbsp;: une attaque au corps-à-corps avec Allonge +2.,Benutzen: Ein Nahkampfangriff mit +2&nbsp;Reichweite.,Uso: Un attacco corpo a corpo con portata +2.,Uso: um ataque corpo-a-corpo com +2 de envergadura.
ITEM_BLACKJACK_NAME,Blackjack,,Блекджек,Matraque,Schlagstock,Manganello,Cassetete
ITEM_BLACKJACK_DESC,"Use: A melee attack with a 5% chance to Stun.
Automatically use this when you stop next to an enemy or an enemy stops next to you.",,"Використання: Рукопашна атака з 5% шансом оглушити.
Автоматично застосовується, коли ви зупиняєтесь поруч із ворогом або ворог зупиняється поруч із вами.","Utilisation&nbsp;: une attaque au corps-à-corps avec 5&nbsp;% de chances d'infliger Étourdissement.
Utilisation automatique quand vous vous arrêtez à côté d'un ennemi ou qu'un ennemi se place à côté de vous.","Benutzen: Ein Nahkampfangriff, der mit 5%iger Wahrscheinlichkeit Betäubung verursacht.
Benutze ihn automatisch, wenn du neben einem Gegner stehenbleibst oder ein Gegner neben dir stehenbleibt.","Uso: Un attacco corpo a corpo con un 5% probabilità di infliggere Stordimento.
Lo usi automaticamente quando ti fermi accanto a un nemico o un nemico si ferma accanto a te.","Uso: um ataque corpo-a-corpo com 5% de chance de atordoar.
Use isto automaticamente ao parar ao lado de um inimigo ou um inimigo parar ao seu lado."
ITEM_BLACKMUSHROOM_NAME,Black Mushroom,,Чорний гриб,Champi noir,Schwarzer Pilz,Fungo Nero,Cogumelo Preto
ITEM_BLACKMUSHROOM_DESC,"Use: A ranged attack that inflicts Weakness 2.
[s:.7](Usable once per battle.)[/s]",,"Використання: Дальня атака, що накладає Слабкість 2.
[s:.7](Можна використати один раз за бій.)[/s]","Utilisation&nbsp;: une attaque à distance qui inflige Vulnérabilité 2.
[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]","Benutzen: Ein Fernkampfangriff, der Schwäche&nbsp;2 verursacht.
[s:.7](Einmal pro Kampf verwendbar.)[/s]","Uso: Un attacco a distanza che infligge Debolezza 2.
[s:.7](Utilizzabile una volta per battaglia.)[/s]","Uso: um ataque à distância que aplica fraqueza 2.
[s:.7](Um uso por batalha.)[/s]"
ITEM_BLESSEDANOINTINGOIL_NAME,Blessed Anointing Oil,,Освячена помазувальна олія,Huile d'onction bénie,Gesegnetes Salböl,Olio da Unzione Benedetto,Óleo de Unção Abençoado
ITEM_BLESSEDANOINTINGOIL_DESC,Use: Cleanse debuffs and heal an adjacent unit or yourself.,,Використати: Зняти негативні ефекти та вилікувати сусіднього юніта або себе.,Utilisation&nbsp;: dissipe les malus et régénère les PV d'une unité adjacente ou de vous-même.,Benutzen: Reinige Schwächungen und heile dich oder eine benachbarte Einheit.,Uso: Rimuove i malus e cura te o un'unità adiacente.,Uso: purifique enfraquecimentos e cure a si ou uma unidade adjacente.
ITEM_BLOODBUCKET_NAME,Blood Bucket,,Відро крові,Seau de sang,Bluteimer,Secchio di Sangue,Balde de Sangue
ITEM_BLOODBUCKET_DESC,Use: A lobbed attack that creates a creep puddle.,,"Використання: Кидкова атака, яка створює калюжу слизу.",Utilisation&nbsp;: une attaque en cloche qui génère une flaque de substance visqueuse.,"Benutzen: Ein Angriff, der Hindernisse ignoriert und eine gruselige Pfütze erschafft.",Uso: Un attacco a parabola che crea una pozza di melma.,Uso: um ataque em arco que cria uma poça de gosma.
ITEM_BLOODYBAGOFGLASS_NAME,Bloody Bag of Glass,,Кривавий мішок зі скла,Sac de verre ensanglanté,Blutige Scherbentasche,Sacco di Vetro Insanguinato,Saco de Vidro Ensanguentado
ITEM_BLOODYBAGOFGLASS_DESC,Use: Throw a projectile that creates glass.,,"Використання: Киньте снаряд, який створює скло.",Utilisation&nbsp;: lance un projectile faisant apparaître du verre.,"Benutzen: Wirf ein Geschoss, das Glas erscheinen lässt.",Uso: Lanci un proiettile che crea vetro.,Uso: lance um projétil que cria vidro.
ITEM_BLOODYBEARTRAPS_NAME,Bloody Bear Traps,,Криваві капкани,Pièges à ours ensanglantés,Blutige Bärenfalle,Trappole per Orsi Insanguinate,Armadilhas de Urso Ensanguentadas
ITEM_BLOODYBEARTRAPS_DESC,Use: Place a Bear Trap.,,Використання: Розмістіть капкан для ведмедя.,Utilisation&nbsp;: place un piège à ours.,Benutzen: Lege eine Bärenfalle.,Uso: Piazzi una Trappola per Orsi.,Uso: prepare uma armadilha de urso.
ITEM_BLOODYBUTTERFLYKNIFE_NAME,Bloody Knife,,Кривавий ніж,Couteau ensanglanté,Blutiges Messer,Coltello Insanguinato,Faca Ensanguentada
ITEM_BLOODYBUTTERFLYKNIFE_DESC,"Use: A multi-hit melee attack with Lifesteal that inflicts Bleed.
[s:.7](Usable once per battle.)[/s]",,"Використання: Рукопашна атака з кількома ударами з поглинанням життя, що накладає кровотечу.
[s:.7](Можна використати один раз за бій.)[/s]","Utilisation&nbsp;: une attaque multiple au corps-à-corps avec Vol de vie qui inflige Saignement.
[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]","Benutzen: Ein mehrfach treffender Nahkampfangriff, der Leben absaugt und Blutung verursacht.
[s:.7](Einmal pro Kampf verwendbar.)[/s]","Uso: Un attacco corpo a corpo multi-colpo con Rubavita che infligge Sanguinamento.
[s:.7](Utilizzabile una volta per battaglia.)[/s]","Uso: um ataque corpo-a-corpo multigolpes com roubo de vida que aplica sangramento.
[s:.7](Um uso por batalha.)[/s]"
ITEM_BLOODYMEATHOOK_NAME,Bloody Meat Hook,,Кривавий м'ясний гак,Crochet de boucher ensanglanté,Blutiger Fleischhaken,Uncino da Carne Insanguinato,Gancho de Carne Ensanguentado
ITEM_BLOODYMEATHOOK_DESC,"Use: Pull a unit towards you, Cleaving and inflicting Bleed 1.",,"Використання: Потягніть юніта до себе, здійснюючи розсікаючу атаку та накладаючи кровотечу 1.","Utilisation&nbsp;: attire une unité vers vous, effectue une attaque tranchante et inflige Saignement 1.",Benutzen: Zieh eine Einheit an dich heran und verursache Blutung&nbsp;1.,"Uso: Tiri un'unità verso di te, infliggendole Fendente e Sanguinamento 1.","Uso: puxe uma unidade na sua direção, causando cisão e aplicando sangramento 1."
ITEM_BLOODYSOULCLAW_NAME,Bloody Soul Claw,,Кривавий Кіготь Душі,Griffe spirituelle ensanglantée,Blutige Seelenkralle,Artiglio dell'Anima Insanguinato,Garra de Alma Ensanguentada
ITEM_BLOODYSOULCLAW_DESC,"Use: A melee attack that deals damage equal to the number of uses this has left.
When this weapon kills a unit, it gains +2 uses and you heal 5 HP.",,"Використання: Ближній удар, який завдає шкоди, рівної кількості використань, що залишилися.
Коли ця зброя вбиває юніта, вона отримує +2 використання, і ти відновлюєш 5 ОЗ.","Utilisation&nbsp;: une attaque au corps-à-corps qui inflige des dégâts égaux au nombre d'utilisations restantes.
Quand cette arme achève une unité, elle gagne Utilisation +2&nbsp;et vous récupérez 5&nbsp;PV.","Benutzen: Ein Nahkampfangriff, dessen Schaden der Anzahl seiner verbleibenden Anwendungen entspricht.
Tötet diese Waffe eine Einheit, erhält sie +2&nbsp;Benutzungen und du heilst dich um 5&nbsp;LP.","Uso: Un attacco corpo a corpo che infligge danno pari al numero di utilizzi rimasti.
Quando quest'arma uccide un'unità, ottiene +2 utilizzi e tu recuperi 5 PS.","Uso: um ataque corpo-a-corpo que causa dano equivalente à quantidade de usos restantes que este item possui.
Quando esta arma mata uma unidade, ela obtém +2 usos e cura 5 PV."
ITEM_BLOODYSPIKES_NAME,Bloody Spikes,,Криваві Шипи,Pics ensanglantés,Blutige Spitzen,Spine Insanguinate,Espinhos Ensanguentados
ITEM_BLOODYSPIKES_DESC,"+1 Thorns.
Use: A ranged attack.",,"+1 Шипи.
Використання: Дальня атака.","Épines +1.
Utilisation&nbsp;: une attaque à distance.","+1&nbsp;Dornen.
Benutzen: Ein Fernkampfangriff.","+1 Spine.
Uso: Un attacco a distanza.","+1 de espinhos.
Uso: um ataque à distância."
ITEM_BLOODYSTICK_NAME,Bloody Stick,,Кривава Палиця,Bâton ensanglanté,Blutiger Stock,Bastone Insanguinato,Graveto Ensanguentado
ITEM_BLOODYSTICK_DESC,"+1 Health Regen.
Use: A melee attack with +1 reach.",,"+1 до відновлення здоров'я.
Використання: Ближній удар з +1 до досяжності.","Régénération de PV +1.
Utilisation&nbsp;: une attaque au corps-à-corps avec Allonge +1.","+1&nbsp;Lebensregeneration.
Benutzen: Ein Nahkampfangriff mit +1&nbsp;Reichweite.","+1 Rigenerazione Salute.
Uso: Un attacco corpo a corpo con portata +1.","+1 de regeneração de saúde.
Uso: um ataque corpo-a-corpo com +1 de envergadura."
ITEM_BO_NAME,Bo,,Bo,Bô,Bo,Bo,Bo
ITEM_BO_DESC,"Use: A melee attack. On hit, jump forward 2 tiles.",,Використання: Ближній удар. При влученні стрибай уперед на 2 клітинки.,"Utilisation&nbsp;: une attaque au corps-à-corps. Exécutée avec réussite, vous sautez de 2&nbsp;cases vers l'avant.","Benutzen: Ein Nahkampfangriff. Spring 2&nbsp;Felder vorwärts, wenn du triffst.","Uso: Un attacco corpo a corpo. In caso vada a segno, salti in avanti di 2 caselle.","Uso: um ataque corpo-a-corpo. Ao golpear, salte 2 espaços para frente."
ITEM_BOMB_NAME,Bomb,,Бомба,Bomb,Bombe,Bomba,Bomba
ITEM_BOMB_DESC,Use: Throw a bomb that explodes.,,"Використання: Кинь бомбу, яка вибухає.",Utilisation&nbsp;: lance une bombe qui explose.,Benutzen: Wirf eine explodierende Bombe.,Uso: Lanci una bomba che esplode.,Uso: lance uma bomba que explode.
ITEM_BONECLUB_NAME,Bone Club,,Кістяна Булава,Batte tibia,Knochenkeule,Mazza d'Osso,Porrete de Osso
ITEM_BONECLUB_DESC,"Use: A melee attack.
This weapon has a 15% chance to break each time it's used.",,"Використання: Ближній удар.
При кожному використанні ця зброя має 15% шанс зламатися.","Utilisation&nbsp;: une attaque au corps-à-corps.
Cette arme a 15&nbsp;% de chances de se briser à chaque utilisation.","Benutzen: Ein Nahkampfangriff.
Geht nach Benutzung mit 15%iger Wahrscheinlichkeit kaputt.","Uso: Un attacco corpo a corpo.
Quest'arma ha un 15% di probabilità di rompersi ogni volta che viene usata.","Uso: um ataque corpo-a-corpo.
Esta arma possui uma chance de 15% de quebrar a cada vez que é utilizada."
ITEM_BOOKOFBELIAL_NAME,Book Of Belial,,Книга Беліала,Livre de Bélial,Buch des Belial,Libro di Belial,Livro de Belial
ITEM_BOOKOFBELIAL_DESC,"Use: Gain +3 Damage.
RELOAD: Kill an enemy.",,"Використання: Отримай +3 до шкоди.
ПЕРЕЗАРЯДЖЕННЯ: Вбий ворога.","Utilisation&nbsp;: Dégâts +3.
RECHARGE&nbsp;: tuer un ennemi.","Benutzen: Erhalte +3&nbsp;Schaden.
NACHLADEN: Töte einen Gegner.","Uso: Ottieni +3 al Danno.
RICARICA: Uccidi un nemico.","Uso: obtenha +3 de dano.
RECARREGAMENTO: mate um inimigo."
ITEM_BOTTLES_NAME,Bottles,,Пляшки,Bouteilles,Flasche,Bottiglie,Garrafas
ITEM_BOTTLES_DESC,Use: A lobbed attack that spawns a glass tile.,,"Використання: Кидкова атака, яка заспавнить скляну клітинку.",Utilisation&nbsp;: une attaque en cloche qui fait apparaître une case de verre.,"Benutzen: Ein Angriff, der Hindernisse ignoriert und ein Scherbenfeld erschafft.",Uso: Un attacco a parabola che genera una casella di vetro.,Uso: um ataque em arco que gera um espaço de vidro.
ITEM_BOTTLESOFBLOOD_NAME,Bottles of Blood,,Пляшки Крові,Bouteilles de sang,Blutflasche,Bottiglie di Sangue,Garrafas de Sangue
ITEM_BOTTLESOFBLOOD_DESC,Use: A lobbed attack that creates glass tiles in an area.,,"Використання: Кидкова атака, яка створює скляні клітинки в області.",Utilisation&nbsp;: une attaque en cloche qui fait apparaître des cases de verre.,"Benutzen: Ein Angriff, der Hindernisse ignoriert und Scherbenfeld in einem bestimmten Bereich erschafft.",Uso: Un attacco a parabola che genera caselle di vetro in un'area.,Uso: um ataque em arco que cria espaços de vidro em uma área.
ITEM_BRICKS_NAME,Bricks,,Цеглини,Briques,Ziegel,Mattoni,Tijolos
