KEY,en,notes,sp,fr,de,it,pt-br
KEYWORD_ATTRACTION_NAME,Attraction,,Притягування,Attraction,Anziehung,Attrazione,Atração
KEYWORD_ATTRACTION_REF,Attraction,,Притягування,Attraction,Anziehung,Attrazione,Atração
KEYWORD_ATTRACTION_DESC_REF,Moves towards {applier} at the start of its turn.,,На початку свого ходу рухається до {applier}.,Avance vers {applier} au début de son tour.,Bewegt sich am Anfang des Zuges auf {applier} zu.,Si muove verso {applier} all'inizio del suo turno.,Move-se na direção de {applier} no início de seu turno.
KEYWORD_ATTRACTION_DESC,The thing attracting you is gone. Does nothing.,,"Те, що тебе притягувало, зникло. Нічого не робить.",Ce qui vous attirait a disparu. L'effet disparaît également.,"Was auch immer dich angezogen hat, ist nicht mehr da. Hat keine Wirkung.",L'oggetto che ti attrae è sparito. Non succede nulla.,A coisa que está atraindo você se foi. Não faz nada.
KEYWORD_ATTRACTION_DESC_STACKLESS,Moves towards you at the start of its turn.,,На початку свого ходу рухається до тебе.,Se déplace en votre direction au début de son tour.,Bewegt sich am Anfang des Zuges auf dich zu.,Si muove verso di te all'inizio del suo turno.,Move-se na sua direção no início de seu turno.
KEYWORD_BACKFLIP_NAME,Backflip,,Сальто назад,Salto arrière,Rückwärtssalto,Salto Mortale all'Indietro,Mortal para Trás
KEYWORD_BACKFLIP_DESC,Backflips out of the way the next time it's targeted.,,"Наступного разу, коли по ньому націляться, він зробить сальто назад і уникне удару.",Effectue un salto arrière pour esquiver la prochaine fois qu'il est pris pour cible.,"Führt einen Rückwärtssalto aus, wenn die Einheit das nächste Mal anvisiert wird.",Effettua un salto mortale all'indietro la prossima volta che diventa un bersaglio.,Dá um mortal para trás na próxima que se tornar alvo.
KEYWORD_BLEED_NAME,Bleed,,Кровотеча,Saignement,Blutung,Sanguinamento,Sangramento
KEYWORD_BLEED_DESC,"Takes {stacks} damage at the end of the round, then increase Bleed by 1.",,"Отримує {stacks} шкоди в кінці раунду, потім збільшує Кровотечу на 1.","Subit {stacks} dégâts en fin de manche, puis Saignement +1.",Erleidet am Ende der Runde {stacks}&nbsp;Schaden und erhöht Blutung um 1.,"Subisce {stacks} di danno alla fine del round, poi aumenta Sanguinamento di 1.",Sofre {stacks} de dano no final da rodada e então aumenta o sangramento em 1.
KEYWORD_BLEED_DESC_STACKLESS,"Takes damage at the end of the round, then increase Bleed by 1.",,"Отримує шкоду в кінці раунду, потім збільшує Кровотечу на 1.","Subit des dégâts en fin de manche, puis Saignement +1.",Erleidet am Ende der Runde Schaden und erhöht Blutung um 1.,"Subisce danno alla fine del round, poi aumenta Sanguinamento di 1.","Sofre dano no final da rodada, e então aumenta o sangramento em 1."
KEYWORD_BLEEDTHORNS_NAME,Bleed Thorns,,Шипи кровотечі,Épines sanglantes,Blutige Dornen,Spine Insanguinate,Espinhos de Sangramento
KEYWORD_BLEEDTHORNS_DESC,Deals {stacks} damage and inflicts Bleed {stacks} to units that contact you.,,"Завдає {stacks} шкоди й накладає {stacks} Кровотечі юнітам, що контактують з вами.",Inflige {stacks} dégâts et Saignement {stacks} aux unités qui vous touchent.,"Verursacht {stacks}&nbsp;Schaden und {stacks}&nbsp;Stapel Blutung bei Einheiten, die dich berühren.",Infligge {stacks} danno e Sanguinamento {stacks} alle unità che ti toccano.,Causa {stacks} de dano e aplica sangramento {stacks} em unidades que entrarem em contato com você.
KEYWORD_BLEEDTHORNS_DESC_STACKLESS,Deals damage and inflicts Bleed to units that contact you.,,"Завдає шкоду й накладає Кровотечу юнітам, що контактують з вами.",Inflige des dégâts et Saignement aux unités qui vous touchent.,"Verursacht Schaden und Blutung bei Einheiten, die dich berühren.",Infligge danno e Sanguinamento alle unità che ti toccano.,Causa dano e aplica sangramento em unidades que entrarem em contato com você.
KEYWORD_BLESSINGOFPEACE_NAME,Blessing of Peace,,Благословення Миру,Bénédiction de paix,Friedenssegen,Benedizione della Pace,Benção da Paz
KEYWORD_BLESSINGOFPEACE_DESC,Gain +{stacks} [img:divineshield] at the end of your turn. Lose this when you deal damage.,,"Отримуєте +{stacks} [img:divineshield] наприкінці вашого ходу. Втрачається, коли ви завдаєте шкоди.",[img:divineshield] +{stacks} à la fin de votre tour. Vous perdez ceci quand vous subissez des dégâts.,"Erhält am Ende deines Zuges +{stacks}&nbsp;[img:divineshield]. Verschwindet, wenn du Schaden verursachst.",Ottieni +{stacks} allo [img:divineshield] alla fine del tuo turno. Perdi questo bonus quando infliggi danno.,Obtenha +{stacks} de [img:divineshield] no final do seu turno. Perca isto ao causar dano.
KEYWORD_BLESSINGOFPEACE_DESC_STACKLESS,Gain [img:divineshield] at the end of your turn. Lose this when you deal damage.,,"Отримуєте [img:divineshield] наприкінці вашого ходу. Втрачається, коли ви завдаєте шкоди.",Vous obtenez de la [img:divineshield] à la fin de votre tour. Vous perdez ceci quand vous infligez des dégâts.,"Erhält am Ende deines Zuges [img:divineshield]. Verschwindet, wenn du Schaden verursachst.",Ottieni [img:divineshield] alla fine del tuo turno. Lo perdi quando infliggi danno.,Obtenha [img:divineshield] no final do seu turno. Perca isto ao causar dano.
KEYWORD_BLIND_NAME,Blind,,Осліплення,Cécité,Blindheit,Accecamento,Cegueira
KEYWORD_BLIND_DESC,30% miss chance for the next {stacks} turns.,,30% шанс промаху на наступні {stacks} ходи.,Risques d'échec +30&nbsp;% pour les {stacks} prochains tours.,"Für die nächsten {stacks}&nbsp;Züge: 30%ige Wahrscheinlichkeit, dass Angriffe verfehlen.",30% di probabilità di mancare il bersaglio per i prossimi {stacks} turni.,30% de chance de errar nos próximos {stacks} turnos.
KEYWORD_BLIND_DESC_STACKLESS,30% miss chance for the next turn.,,30% шанс промаху на наступний хід.,Risques d'échec +30&nbsp;% pour le tour à venir.,"Für den nächsten Zug: 30%ige Wahrscheinlichkeit, dass Angriffe verfehlen.",30% di probabilità di mancare il bersaglio per il prossimo turno.,30% de chance de errar no próximo turno.
KEYWORD_BLOODZERK_NAME,Bloodzerked,,Bloodzerked,Sanguinaire,Blutberserker,Furia di Sangue,Sanguinolência
KEYWORD_BLOODZERK_DESC,"When you deal health damage to a bleeding unit, heal that much health.",,"Коли ви завдаєте шкоди життю юніта, що кровоточить, відновіть таку ж кількість здоров'я.","Quand vous infligez des dégâts à une unité subissant Saignement, vous récupérez autant de santé.","Heile dich um die Höhe des Schadens, den du bei einer blutenden Einheit verursachst.","Quando infliggi un danno alla salute di un'unità con Sanguinamento, ti curi di un ammontare pari a quel danno.","Ao causar dano à saúde de uma unidade com sangramento, cure uma quantidade equivalente de saúde."
KEYWORD_BODYGUARD_NAME,Body Guard,,Охоронець,Garde du corps,Bodyguard,Guardia del Corpo,Guarda-Costas
KEYWORD_BODYGUARD_DESC,"The next time an ally is targeted, swap places with them first.",,"Наступного разу, коли союзника буде обрано ціллю, спочатку поміняйтесь місцями з ним.","La prochaine fois qu'un allié est pris pour cible, vous échangez votre place avec lui.","Tausche das nächste Mal, wenn ein Verbündeter anvisiert wird, Plätze mit ihm, bevor er angegriffen wird.","La prossima volta che un alleato viene preso di mira, ti scambi prima di posto con lui.","Na próxima vez em que um aliado se tornar alvo, troque de lugar com ele."
KEYWORD_BOUNTY_NAME,Bounty,,Винагорода,Prime,Kopfgeld,Taglia,Recompensa
KEYWORD_BOUNTY_DESC,"Takes 25% extra damage. If killed, gain {stacks} coins.",,"Отримує на 25% більше шкоди. Якщо його вбито, дає {stacks} монет.","Vous subissez +25&nbsp;% de dégâts. K.O., vous obtenez {stacks} pièce(s).","Erleidet 25&nbsp;% zusätzlichen Schaden. Erhalte {stacks}&nbsp;Münzen, wenn die Einheit stirbt.","Subisce il 25% di danno aggiuntivo. Se muore, guadagni {stacks} monete.","Sofre 25% de dano adicional. Ao morrer, obtenha {stacks} moedas."
KEYWORD_BOUNTY_DESC_STACKLESS,"Takes 25% extra damage. If killed, gain coins.",,"Отримує на 25% більше шкоди. Якщо його вбито, дає монети.","Vous subissez +25&nbsp;% de dégâts. K.O., vous obtenez des pièces.","Erleidet 25&nbsp;% zusätzlichen Schaden. Erhalte Münzen, wenn die Einheit stirbt.","Subisce il 25% di danno aggiuntivo. Se muore, guadagni monete.","Sofre 25% de dano adicional. Ao morrer, obtenha moedas."
KEYWORD_BRACE_NAME,Brace,,Стійка,Garde,Wappnen,Guardia,Preparação
KEYWORD_BRACE_DESC,Takes {stacks} less damage from all sources.,,Отримує на {stacks} менше шкоди від усіх джерел.,Les dégâts que vous subissez diminuent de {stacks}.,Erleidet von allen Quellen {stacks}&nbsp;Schaden weniger.,Subisce {stacks} di danno in meno da tutte le fonti.,Sofre {stacks} a menos de dano de todas as fontes.
KEYWORD_BRACE_DESC_STACKLESS,Reduces all incoming damage.,,Зменшує всю вхідну шкоду.,Réduit tous les dégâts que vous subissez.,Reduziert sämtlichen erhaltenen Schaden.,Riduce tutto il danno in arrivo.,Reduz todo o dano sofrido.
KEYWORD_BRUISE_NAME,Bruise,,Синець,Contusion,Beulen,Livido,Contusão
KEYWORD_BRUISE_DESC,Takes {stacks} more damage from physical sources.,,Отримує на {stacks} більше шкоди від фізичних джерел.,Les dégâts physiques que vous subissez augmentent de {stacks}.,Erleidet {stacks}&nbsp;Schaden mehr durch physische Angriffe.,Subisce {stacks} di danno in più da fonti fisiche.,Sofre {stacks} a mais de dano de fontes físicas.
KEYWORD_BRUISE_DESC_STACKLESS,Increases all incoming physical damage.,,Збільшує всю вхідну фізичну шкоду.,Augmente tous les dégâts physiques que vous subissez.,Erhöht sämtlichen physischen Schaden.,Aumenta tutto il danno fisico in arrivo.,Aumenta todo o dano físico sofrido.
KEYWORD_BURN_NAME,Burn,,Опік,Brûlure,Verbrennung,Bruciatura,Queimadura
KEYWORD_BURN_DESC,"Takes {stacks} damage at start of its turn, then decrease Burn by 1.",,"Отримує {stacks} шкоди на початку свого ходу, після чого Опік зменшується на 1.","Subit {stacks} dégâts au début de son tour, puis Brûlure -1.",Erleidet am Ende des Zuges {stacks}&nbsp;Schaden und verringert Verbrennung um 1.,"Subisce {stacks} di danno all'inizio del suo turno, poi riduce Bruciatura di 1.","Sofre {stacks} de dano no início de seu turno, e então diminui a queimadura em 1."
KEYWORD_BURN_DESC_STACKLESS,"Takes damage at start of its turn, then decrease Burn by 1.",,"Отримує шкоду на початку свого ходу, після чого Опік зменшується на 1.","Subit des dégâts au début de son tour, puis Brûlure -1.",Erleidet am Ende des Zuges Schaden und verringert Verbrennung um 1.,"Subisce danno all'inizio del suo turno, poi riduce Bruciatura di 1.","Sofre dano no início de seu turno, e então diminui a queimadura em 1."
KEYWORD_PROMOTE_NAME,Promote,,Підвищити,Promotion,Beförderung,Promozione,Promover
KEYWORD_PROMOTE_DESC,The next familiar you spawn is upgraded into a [img:champion] Champion.,,"Наступний фамільяр, якого ви заспавните, стане [img:champion] Чемпіоном.",Le prochain familier que vous invoquez est promu au rang de champion [img:champion].,"Der nächste Begleiter, den du rufst, wird zum [img:champion]&nbsp;Champion befördert.",Il prossimo famiglio che generi viene potenziato in un Campione [img:champion].,O próximo familiar que você gerar é aprimorado para um campeão [img:champion].
KEYWORD_PROMOTE2_NAME,Promote+,,Підвищити+,Promotion+,Beförderung+,Promozione+,Promover+
KEYWORD_PROMOTE2_DESC,The next familiar you spawn is upgraded into an [img:elite] Elite.,,"Наступний фамільяр, якого ви заспавните, стане [img:elite] Елітом.",Le prochain familier que vous invoquez est promu au rang d'élite [img:champion].,"Der nächste Begleiter, den du rufst, wird zur [img:elite]&nbsp;Elite befördert.",Il prossimo famiglio che generi viene potenziato in un Élite [img:elite].,O próximo familiar que você gerar é aprimorado para um elite [img:elite].
KEYWORD_CHARGE_NAME,Charge,,Заряд,Charge,Ladung,Carica,Carga
KEYWORD_CHARGE_DESC,Gains {stacks} mana at the start of its next turn.,,Отримує {stacks} мани на початку свого наступного ходу.,Mana +{stacks} au début de son prochain tour.,Erhält am Anfang seines nächsten Zuges {stacks}&nbsp;Mana.,Ottiene {stacks} mana all'inizio del suo prossimo turno.,Obtém {stacks} de mana no início de seu turno.
KEYWORD_CHARGE_DESC_STACKLESS,Gains mana at the start of its next turn.,,Отримує ману на початку свого наступного ходу.,Gain de mana au début de son prochain tour.,Erhält am Anfang seines nächsten Zuges Mana.,Ottiene mana all'inizio del suo prossimo turno.,Obtém mana no início de seu turno.
KEYWORD_CHARGEFISTS_NAME,Charge Fists,,Зарядні кулаки,Poings étincelants,Fäuste nachladen,Pugni Carichi,Punhos Carregados
KEYWORD_CHARGEFISTS_DESC,Your basic attack emits {stacks} Sparkles until the end of the turn.,,Ваша базова атака випускає {stacks} іскор до кінця ходу.,Votre attaque de base émet {stacks} étincelles jusqu'à la fin du tour.,Bis zum Ende deines Zuges versprüht dein Grundangriff {stacks}&nbsp;Funken.,Il tuo attacco base emette {stacks} Scintille fino alla fine del turno.,Seu ataque básico emite {stacks} fagulhas até o final do turno.
KEYWORD_CHARGEFISTS_DESC_SINGULAR,Your basic attack emits a Sparkle until the end of the turn.,,Ваша базова атака випускає іскорку до кінця ходу.,Votre attaque de base émet une étincelle jusqu'à la fin du tour.,Bis zum Ende deines Zuges versprüht dein Grundangriff einen Funken.,Il tuo attacco base emette una Scintilla fino alla fine del turno.,Seu ataque básico emite uma fagulha até o final do turno.
KEYWORD_CHARGEFISTS_DESC_STACKLESS,Your basic attack emits Sparkles until the end of the turn.,,Ваша базова атака випускає іскри до кінця ходу.,Votre attaque de base émet des étincelles jusqu'à la fin du tour.,Bis zum Ende deines Zuges versprüht dein Grundangriff Funken.,Il tuo attacco base emette Scintille fino alla fine del turno.,Seu ataque básico emite fagulhas até o final do turno.
KEYWORD_CHAUP_NAME,Charisma Up,,Харизма +,Charisme (+),Charisma hoch,Carisma +,Carisma Aumentado
KEYWORD_CHAUP_DESC,"Charisma increased by {stacks}.
Charisma affects max mana and initial mana.",,"Харизма збільшена на {stacks}.
Харизма впливає на максимальну ману та початкову ману.","Charisme +{stacks}.
Le charisme affecte le mana max. et le mana initial.","Charisma um {stacks} erhöht.
Charisma wirkt sich auf max. Mana und Mana zu Kampfbeginn aus.","Il carisma aumenta di {stacks}.
Il carisma influenza il mana massimo e il mana iniziale.","O carisma é aumentado em {stacks}.
O carisma afeta a mana máxima e a mana inicial."
KEYWORD_CHADOWN_NAME,Charisma Down,,Харизма зменшена,Charisme (-),Charisma runter,Carisma -,Carisma Diminuído
KEYWORD_CHADOWN_DESC,"Charisma decreased by {absstacks}.
Charisma affects max mana and initial mana.",,"Харизма зменшена на {absstacks}.
Харизма впливає на максимальну та початкову ману.","Charisme -{absstacks}.
Le charisme affecte le mana max. et le mana initial.","Charisma um {stacks} verringert.
Charisma wirkt sich auf max. Mana und Mana zu Kampfbeginn aus.","Il carisma diminuisce di {absstacks}.
Il carisma influenza il mana massimo e il mana iniziale.","O carisma é diminuído em {absstacks}.
O carisma afeta a mana máxima e a mana inicial."
KEYWORD_CLEAVE_NAME,Cleave,,Розруб,Fendoir,Schlachten,Fendente,Cisão
KEYWORD_CLEAVE_DESC,Cuts a chunk of meat off what it hits.,,"Відрубає шматок м'яса від того, у що влучає.",Coupe la cible comme un vulgaire morceau de viande.,Schneidet ein Stück Fleisch von seinem Ziel ab.,Taglia via un pezzo di carne da ciò che colpisce.,Corta um pedaço de carne do que é atingido.
KEYWORD_CHARMED_NAME,Charmed,,Зачарований,Envoûtement,Charme,Ammaliamento,Feitiço
KEYWORD_CHARMED_DESC,It's brainwashed!,,У нього промиті мізки!,On lui a lavé le cerveau&nbsp;!,Die Einheit ist verliebt!,È un lavaggio del cervello!,Lavagem cerebral!
KEYWORD_CHARMED_DESC_STACKLESS,Behaves as if it's on your team.,,"Веде себе, ніби воно у вашій команді.",Se comporte comme un membre de l'équipe.,"Einheit benimmt sich, als wäre sie auf deiner Seite.",Si comporta come se facesse parte della tua squadra.,Comporta-se como se estivesse na sua equipe.
KEYWORD_PROBED_NAME,Probed,,Зондований,Sonde,Sondiert,Sonda,Sondagem
KEYWORD_PROBED_DESC,It's being controlled! Attack it to break the probe!,,"Ним керують! Атакуйте його, щоб зламати зонд!",Il est contrôlé&nbsp;! Attaquez-le pour détruire la sonde&nbsp;!,"Wird ferngesteuert! Greife die Einheit an, um die Sonde zu zerstören!",L'unità è sotto controllo! Attaccala per rompere la sonda!,Suas ações estão sendo controladas! Ataque para interromper a sondagem!
KEYWORD_PROBED_DESC_STACKLESS,Behaves as if it's on your team. Attacks from allies will break the probe.,,"Веде себе, ніби воно у вашій команді. Атаки союзників зламають зонд.",Se comporte comme s'il était dans votre équipe. Les attaques des alliés détruiront la sonde.,"Einheit benimmt sich, als wäre sie auf deiner Seite. Angriffe von Verbündeten zerstören die Sonde.",Si comporta come se facesse parte della tua squadra. Gli attacchi degli alleati romperanno la sonda.,Comporta-se como se estivesse na sua equipe. Ataques de aliados interrompem a sondagem.
KEYWORD_CONFUSION_NAME,Confusion,,Сплутаність,Confusion,Verwirrung,Confusione,Confusão
KEYWORD_CONFUSION_DESC,"When performing an action, 25% chance to instead hit itself equal to its strength. Lasts {stacks} turns.",,"Під час виконання дії існує 25% шанс натомість вдарити по собі, завдаючи шкоди, рівної його силі. Триває {stacks} ходів.","En effectuant une action, 25&nbsp;% de chances de se frapper soi-même. Dure {stacks} tours.","Wenn die Einheit eine Aktion ausführt, besteht eine 25%ige Wahrscheinlichkeit, dass sie sich selbst Schaden in Höhe ihrer Stärke zufügt. Dauert {stacks}&nbsp;Züge.","Quando esegue un'azione, c'è il 25% di probabilità che si autocolpisca con un danno pari alla sua forza. Dura {stacks} turni.","Ao realizar uma ação, possui 25% de chance de golpear a si mesmo de forma equivalente à sua força. Dura {stacks} turnos."
KEYWORD_CONFUSION_DESC_STACKLESS,"When performing an action, 25% chance to instead hit itself equal to its strength.",,"Під час виконання дії існує 25% шанс натомість вдарити по собі, завдаючи шкоди, рівної його силі.","En effectuant une action, 25&nbsp;% de chances de se frapper soi-même.","Wenn die Einheit eine Aktion ausführt, besteht eine 25%ige Wahrscheinlichkeit, dass sie sich selbst Schaden in Höhe ihrer Stärke zufügt.","Quando esegue un'azione, c'è il 25% di probabilità che si autocolpisca con un danno pari alla sua forza.","Ao realizar uma ação, possui 25% de chance de golpear a si mesmo de forma equivalente à sua força."
KEYWORD_CONUP_NAME,Constitution Up,,Конституція підвищена,Constitution (+),Konstitution hoch,Costituzione +,Constituição Aumentada
KEYWORD_CONUP_DESC,"Constitution increased by {stacks}.
Constitution affects max health and post-battle health regen.",,"Конституція збільшена на {stacks}.
Конституція впливає на максимальне здоров'я та відновлення здоров'я після бою.","Constitution +{stacks}.
La constitution affecte les PV max. et la régénération de PV après les combats.","Konstitution um {stacks} erhöht.
Konstitution wirkt sich auf max. Gesundheit und Lebensregeneration nach dem Kampf aus.","La costituzione aumenta di {stacks}.
La costituzione influenza la salute massima e la rigenerazione della salute dopo le battaglie.","A constituição é aumentada em {stacks}.
A constituição afeta a saúde máxima e a regeneração de saúde pós-batalha."
KEYWORD_CONDOWN_NAME,Constitution Down,,Конституція зменшена,Constitution (-),Konstitution runter,Costituzione -,Constituição Diminuída
KEYWORD_CONDOWN_DESC,"Constitution decreased by {absstacks}.
Constitution affects max health and post-battle health regen.",,"Конституція зменшена на {absstacks}.
Конституція впливає на максимальне здоров'я та відновлення здоров'я після бою.","Constitution -{absstacks}.
La constitution affecte les PV max. et la régénération de PV après les combats.","Konstitution um {absstacks} verringert.
Konstitution wirkt sich auf max. Gesundheit und Lebensregeneration nach dem Kampf aus.","La costituzione diminuisce di {stacks}.
La costituzione influenza la salute massima e la rigenerazione della salute dopo le battaglie.","A constituição é diminuída em {absstacks}.
A constituição afeta a saúde máxima e a regeneração de saúde pós-batalha."
KEYWORD_COUNTER_NAME,Counter Attack,,Контратака,Contre-attaque,Konter,Contrattacco,Contra-Ataque
KEYWORD_COUNTER_DESC,Attack the next thing that damages you automatically.,,"Автоматично атакує наступного, хто завдасть вам шкоди.",Attaque automatiquement la prochaine chose qui vous blesse.,"Greife die nächste Einheit, die dir Schaden zufügt, automatisch an.",Attacchi automaticamente la prossima cosa che ti infligge danno.,Ataque automaticamente a próxima coisa que causar dano a você.
KEYWORD_COUNTER_DESC_STACKS,Attack the next {stacks} things that damage you automatically.,,"Автоматично атакує наступних {stacks} тих, хто завдасть вам шкоди.",Attaque automatiquement les {stacks} prochaines choses qui vous blessent.,"Greife die nächsten {stacks}&nbsp;Einheiten, die dir Schaden zufügen, automatisch an.",Attacchi automaticamente le prossime {stacks} cose che ti infliggono danno.,Ataque automaticamente as próximas {stacks} coisas que causarem dano a você.
KEYWORD_CRITCHANCE_NAME,Crit Chance Up,,Підвищення шансу критичного удару,Chances de coup critique (+),Kritische Trefferchance hoch,Probabilità di Critico +,Chance de Crítico Aumentada
KEYWORD_CRITCHANCE_DESC,Crit Chance increased by {stacks}%,,Шанс критичного удару збільшено на {stacks}%.,Chances de coup critique +{stacks}&nbsp;%.,Kritische Trefferchance um {stacks}&nbsp;% erhöht.,La probabilità di colpo critico aumenta del {stacks}%.,A chance de crítico é aumentada em {stacks}%.
KEYWORD_DAMAGEUP_NAME,Damage Up,,Збільшення шкоди,Dégâts (+),Schaden hoch,Danno +,Dano Aumentado
KEYWORD_DAMAGEUP_DESC,Basic attack damage increased by {stacks}.,,Шкода базової атаки збільшена на {stacks}.,Dégâts de l'attaque de base +{stacks}.,Schaden des Grundangriffs um {stacks} erhöht.,Il danno da attacco base aumenta di {stacks}.,O dano do ataque básico é aumentado em {stacks}.
KEYWORD_DAMAGEUP_DESC_STACKLESS,Increases the damage (or heal) of its basic attack.,,Збільшує шкоду (або лікування) її базової атаки.,Augmente les dégâts (ou soins) de l'attaque de base.,Erhöht den Schaden (oder die Heilung) des Grundangriffs.,Aumenta il danno (o la cura) del suo attacco base.,Aumenta o dano (ou cura) de seu ataque básico.
KEYWORD_DAMAGEDOWN_NAME,Damage Down,,Зменшення шкоди,Dégâts (-),Schaden runter,Danno -,Dano Diminuído
KEYWORD_DAMAGEDOWN_DESC,Basic attack damage decreased by {absstacks}.,,Шкода базової атаки зменшена на {absstacks}.,Dégâts de l'attaque de base -{absstacks}.,Schaden des Grundangriffs um {absstacks} verringert.,Il danno da attacco base diminuisce di {stacks}.,O dano do ataque básico é diminuído em {absstacks}.
KEYWORD_DAMAGEDOWN_DESC_STACKLESS,Decreases the damage (or heal) of its basic attack.,,Зменшує шкоду (або лікування) її базової атаки.,Baisse les dégâts (ou soins) de l'attaque de base.,Verringert den Schaden (oder die Heilung) des Grundangriffs.,Diminuisce il danno (o la cura) del suo attacco base.,Diminui o dano (ou cura) de seu ataque básico.
KEYWORD_LATEBLOOMER_NAME,Late Bloomer,,Пізній розквіт,Maturité tardive,Spätzünder,Sviluppo Tardivo,Amadurecimento Tardio
KEYWORD_LATEBLOOMER_DESC,Gain All Stats Up 3 in {stacks} turns.,,Отримує +3 до всіх характеристик через {stacks} ходів.,Hausse de stats 3&nbsp;dans {stacks} tours.,Erhalte in {stacks}&nbsp;Zügen einen Bonus von 3 auf alle Attribute.,Ottieni Aumento delle Statistiche 3 tra {stacks} turni.,Obtenha todos os atributos aumentados 3 em {stacks} turnos.
KEYWORD_LATEBLOOMER_SINGULAR_DESC,Gain All Stats Up 3 next turn.,,Отримує +3 до всіх характеристик наступного ходу.,Hausse de stats 3&nbsp;le tour prochain.,Erhalte im nächsten Zug einen Bonus von 3 auf alle Attribute.,Ottieni Aumento delle Statistiche 3 nel prossimo turno.,Obtenha todos os atributos aumentados 3 no próximo turno.
KEYWORD_DELAYEDPAIN_NAME,Delayed Pain,,Відкладений біль,Douleur différée,Verzögerte Schmerzen,Dolore Ritardato,Dor Atrasada
KEYWORD_DELAYEDPAIN_DESC,Takes {stacks} damage at the end of its turn.,,Отримує {stacks} шкоди в кінці свого ходу.,Subit {stacks} à la fin de son tour.,Erleidet am Ende des Zuges {stacks}&nbsp;Schaden.,Subisce {stacks} di danno alla fine del suo turno.,Sofre {stacks} de dano no final de seu turno.
