KEY,en,notes,sp,fr,de,it,pt-br
SPECIAL_STRAY_FIJIMERMAID,Fiji Mermaid,,Fiji Mermaid,Sirène des Fidji,Fidschi-Meerjungfrau,Sirena delle Fiji,Sereia de Fiji
SPECIAL_STRAY_JERSEYDEVIL,Jersey Devil,,Jersey Devil,Diable du Jersey,Jersey Devil,Diavolo del Jersey,Demônio de Jersey
SPECIAL_STRAY_SONICHU,Sonichu,,Sonichu,Sonichu,Sonichu,Sonichu,Sonichu
SPECIAL_STRAY_BIGFOOT,Bigfoot,,Bigfoot,Bigfoot,Bigfoot,Bigfoot,Pé-Grande
SPECIAL_STRAY_NESSIE,Nessie,,Nessie,Nessie,Nessie,Nessie,Nessie
SPECIAL_STRAY_GREY,Grey,,Grey,Gris,Grauer,Grigio,Cinza
SPECIAL_STRAY_MOTHMAN,Mothman,,Mothman,Homme-papillon,Mothman,Uomo Falena,Homem-Mariposa
SPECIAL_STRAY_SLENDERMAN,Slenderman,,Slenderman,Slenderman,Slenderman,Slenderman,Slenderman
,,,,,,,
PAUSE_MENU_HEADER,Paused,,Пауза,Pause,Pause,In pausa,Pausado
PAUSE_MENU_BUTTON_RESUME,Resume,,Продовжити,Reprendre,Weiter,Riprendi,Continuar
PAUSE_MENU_BUTTON_SETTINGS,Settings,,Налаштування,Réglages,Einstellungen,Impostazioni,Configurações
PAUSE_MENU_BUTTON_QUITTOMENU,Save and Quit to Menu,,Зберегти та вийти в меню,Sauvegarder et retourner au menu,Speichern und zurück zum Menü,Salva ed esci al menu,Salvar e sair para o menu
PAUSE_MENU_BUTTON_QUITTODESKTOP,Save and Quit to Desktop,,Зберегти та вийти на робочий стіл,Sauvegarder et quitter le jeu,Speichern und beenden,Salva ed esci al desktop,Salvar e sair para a área de trabalho
PAUSE_MENU_BUTTON_ABANDONRUN,Abandon Adventure,,Покинути пригоду,Abandonner l'aventure,Abenteuer abbrechen,Abbandona avventura,Abandonar aventura
PAUSE_MENU_BUTTON_ABANDONFIGHT,Concede Fight,,Здатися у бою,Déclarer forfait,Kampf aufgeben,Rinuncia al combattimento,Desistir da luta
PAUSE_MENU_BUTTON_SKIPTUTORIAL,Skip Tutorial,,Пропустити навчання,Passer le didacticiel,Tutorial überspringen,Salta il tutorial,Pular tutorial
PAUSE_MENU_BUTTON_BACK,Back,,Назад,Retour,Zurück,Indietro,Voltar
PAUSE_MENU_BUTTON_GAMESETTINGS,Game Settings,,Налаштування гри,Réglages du jeu,Gameplay,Impostazioni di gioco,Jogabilidade
PAUSE_MENU_BUTTON_VIDEOSETTINGS,Video Settings,,Налаштування відео,Réglages vidéo,Video,Impostazioni video,Vídeo
PAUSE_MENU_BUTTON_AUDIOSETTINGS,Audio Settings,,Налаштування звуку,Réglages audio,Audio,Impostazioni audio,Áudio
PAUSE_MENU_BUTTON_CONTROLS,Controls,,Керування,Commandes,Steuerung,Controlli,Controles
SETTINGS_MENU_HEADER,Settings,,Налаштування,Réglages,Einstellungen,Impostazioni,Configurações
SETTINGS_GAME_HEADER,Game Settings,,Налаштування гри,Réglages du jeu,Gameplay,Impostazioni di gioco,Jogabilidade
SETTINGS_LANGUAGE_LABEL,Language,,Мова,Langue,Sprache,Lingua,Idioma
SETTINGS_HUMPING_LABEL,Humping Animations,,Анімації спаровування,Animations de coït,Paarungsanimation,Animazioni di accoppiamento,Animações impróprias
SETTINGS_HUMPING_OPT_NORMAL,Normal,,Нормально,Normales,Normal,Normali,Normal
SETTINGS_HUMPING_OPT_SAFE,Safe,,Безпечно,Tout public,Kinderfreundlich,Sicure,Seguro
SETTINGS_HUMPING_OPT_RANDOM,Random,,Випадково,Aléatoires,Zufall,Casuali,Aleatório
SETTINGS_AUTOSELECT_LABEL,Autoselect Basic Actions,,Автовибір базових дій,Autosélection des actions de base,Grundaktionen automatisch auswählen,Selezione automatica azioni di base,Selecionar ações básicas automaticamente
SETTINGS_DOUBLECLICK_LABEL,Targeting Empty Tiles Requires Double Click,,Прицілювання по порожніх клітинках вимагає подвійного клацання,Double-clic pour cibler une case vide,Anvisieren leerer Felder erfordert Doppelklick,Per selezionare caselle vuote è necessario un doppio clic,Mirar em espaços vazios requer clique duplo
SETTINGS_DOUBLECLICK_LABEL_GAMEPAD,Targeting Empty Tiles Requires Double Press,,Прицілювання по порожніх клітинках вимагає подвійного натискання,Double appui pour cibler une case vide,Anvisieren leerer Felder erfordert doppelten Tastendruck,Per selezionare caselle vuote è necessario una doppia pressione,Mirar em espaços vazios requer pressionar duas vezes
SETTINGS_MAXSTATUSES_LABEL,Max Statuses Shown Before Collapse,,Максимальна кількість статусів перед згортанням,Statuts max. affichés avant réduction,Max. Anzahl Statuseffekte vor Verkleinerung,Numero massimo di stati visualizzati prima della chiusura,Mostrar atributos máximos antes de colapsar
SETTINGS_MAXSTATUSES_OPT_0,Hover Only,,Тільки при наведенні,Survol uniquement,Nur bei Hover,Solo al passaggio del cursore,Apenas passar
SETTINGS_COLLAPSEELITEBUFFS_LABEL,Collapse Multiple Elite Buffs,,Згортати кілька елітних бафів,Réduire les bonus d'élite des boss,Mehrere Elitestärkungen zusammenfassen,Chiudi bonus élite multipli,Colapsar múltiplos reforços de elite
SETTINGS_COMBATSPEED_LABEL,Combat Speed,,Швидкість бою,Vitesse de combat,Kampfgeschwindigkeit,Velocità di combattimento,Velocidade do combate
SETTINGS_TOOLTIPSIZE_LABEL,Tooltip Size,,Розмір підказок,Taille des infobulles,Größe von Tooltipps,Dimensione suggerimenti,Tamanho das dicas
SETTINGS_STATUSBARSIZE_LABEL,Status Bar Size,,Розмір індикатора стану,Taille de la barre de statut,Größe der Statusleiste,Dimensione barra di stato,Tamanho da barra de estado
SETTINGS_SAVEFILEBACKUP_LABEL,Save File Backup Period,,Інтервал резервного копіювання збережень,Fréquence des sauvegardes auto.,Backupfrequenz von Speicherständen,Frequenza backup dei salvataggi,Frequência de backup de salvamentos
SETTINGS_SAVEFILEBACKUP_OPT_15,15 min,,15 хв,15&nbsp;min,15 Min.,15 min,15min
SETTINGS_SAVEFILEBACKUP_OPT_30,30 min,,30 хв,30&nbsp;min,30 Min.,30 min,30min
SETTINGS_SAVEFILEBACKUP_OPT_60,1 hr,,1 год,1&nbsp;h,1 Std.,1 ora,1h
SETTINGS_SAVEFILEBACKUP_OPT_120,2 hr,,2 год,2&nbsp;h,2 Std.,2 ore,2h
SETTINGS_SAVEFILEBACKUP_OPT_0,Never,,Ніколи,Jamais,Nie,Mai,Nunca
SETTINGS_VIDEO_HEADER,Video Settings,,Налаштування відео,Réglages vidéo,Video,Impostazioni video,Vídeo
SETTINGS_FULLSCREEN_LABEL,Fullscreen,,Повноекранний режим,Plein écran,Vollbild,Schermo intero,Tela cheia
SETTINGS_ANTIALIAS_LABEL,Antialias (MSAA),,Згладжування (MSAA),Anticrénelage (MSAA),Antialiasing (MSAA),Antialias (MSAA),Antialiasing (MSAA)
SETTINGS_ANTIALIAS_OPT_0,Off,,Вимкнено,Désactivé,Aus,Disattivato,Não
SETTINGS_VSYNC_LABEL,VSync,,VSync,Synchronisation verticale,VSync,V-Sync,VSync
SETTINGS_RENDERSCALE_LABEL,Render Scale,,Масштаб рендерингу,Échelle de rendu,Render-Skalierung,Scala di rendering,Escala de renderização
SETTINGS_VIGNETTE_LABEL,Vignette Flicker,,Мерехтіння віньєтки,Effet de vignette clignotant,Vignette-Flimmern,Sfarfallio della vignettatura,Tremor de vinheta
SETTINGS_VIGNETTE_OPT_NORMAL,Normal,,Нормальний,Normal,Normal,Normale,Normal
SETTINGS_VIGNETTE_OPT_LOW,Low,,Низький,Faible,Niedrig,Basso,Baixo
SETTINGS_VIGNETTE_OPT_NONE,None,,Немає,Aucun,Aus,Nessuno,Nenhum
SETTINGS_NOISEGRAIN_LABEL,Noise & Grain,,Шум і зернистість,Effets de bruit et de grain,Rauschen & Körnung,Rumore e grana,Interferência e granulação
SETTINGS_NOISEGRAIN_OPT_NORMAL,Normal,,Звичайний,Normal,Normal,Normale,Normal
SETTINGS_NOISEGRAIN_OPT_MEDIUM,No Hair,,Без шерсті,Pas de cheveux,Keine Haare,Niente peli,Sem pelos
SETTINGS_NOISEGRAIN_OPT_LOW,No Dust,,Без пилу,Pas de poussière,Keine Staubkörner,Niente polvere,Sem poeira
SETTINGS_NOISEGRAIN_OPT_NONE,None,,Немає,Aucun,Aus,Nessuno,Nenhum
SETTINGS_CURSORMODE_LABEL,Cursor Mode,,Режим курсора,Mode curseur,Mauszeigermodus,Modalità cursore,Modo de cursor
SETTINGS_CURSORMODE_OPT_INGAME,In Game,,У грі,En jeu,Spiel,Di gioco,Jogo
SETTINGS_CURSORMODE_OPT_DEVICE,Device,,Пристрій,Appareil,Gerät,Del dispositivo,Dispositivo
SETTINGS_AUDIO_HEADER,Audio Settings,,Налаштування звуку,Réglages audio,Audio,Impostazioni audio,Áudio
SETTINGS_MASTERVOLUME,Master Volume,,Загальна гучність,Volume principal,Gesamtlautstärke,Volume principale,Volume principal
SETTINGS_MUSICVOLUME,Music Volume,,Гучність музики,Musique,Musik,Volume musica,Volume da música
SETTINGS_SFXVOLUME,SFX Volume,,Гучність ефектів,Effets sonores,Soundeffekte,Volume effetti sonori,Volume de efeitos
SETTINGS_MEOWVOLUME,Meow Volume,,Гучність нявкання,Miaulements,Miauen,Volume miagolii,Volume de miados
SETTINGS_HOUSEMEOWVOLUME,Meow Volume (House),,Гучність нявкання (Будинок),Miaulements (maison),Miauen (im Haus),Volume miagolii (in casa),Volume de miados (casa)
SETTINGS_KEYCONTROLS_HEADER,Keyboard Controls,,Керування клавіатурою,Commandes au clavier,Tastatur,Controlli tastiera,Teclado
SETTINGS_PADCONTROLS_HEADER,Gamepad Controls,,Керування геймпадом,Commandes à la manette,Gamepad,Controlli gamepad,Controle
SETTINGS_CONTROLS_GENERAL_COLUMNHEADER,General,,Загальні,En général,Allgemein,Generale,Geral
SETTINGS_CONTROLS_HOTKEYS_COLUMNHEADER,Combat Hotkeys,,Гарячі клавіші бою,En combat,Kampf,Tasti di scelta rapida combattimento,Teclas rápidas de combate
SETTINGS_CONTROLS_ACTIONS_COLUMNHEADER,Actions,,Дії,Actions,Aktionen,Azioni,Ações
SETTINGS_CONTROLS_RESET,Reset Defaults,,Скинути налаштування за замовчуванням,Par défaut,Zurücksetzen,Ripristina predefiniti,Restaurar padrões
SETTINGS_CONTROLBINDING_SELECT,Select,,Вибрати,Sélectionner,Auswählen,Seleziona,Selecionar
SETTINGS_CONTROLBINDING_EXAMINE,Examine,,Оглянути,Examiner,Untersuchen,Esamina,Examinar
SETTINGS_CONTROLBINDING_TACTIVALVIEW,Tactical View,,Тактичний вигляд,Vue tactique,Taktische Ansicht,Visuale tattica,Visão tática
SETTINGS_CONTROLBINDING_CANCEL,Cancel,,Скасувати,Annuler,Abbrechen,Annulla,Cancelar
SETTINGS_CONTROLBINDING_PAUSE,Pause,,Пауза,Mettre en pause,Pause,Pausa,Pausar
SETTINGS_CONTROLBINDING_ZOOMIN,Zoom In,,Наблизити,Zoomer,Hereinzoomen,Zoom avanti,Aproximar
SETTINGS_CONTROLBINDING_ZOOMOUT,Zoom Out,,Віддалити,Dézoomer,Herauszoomen,Zoom indietro,Afastar
SETTINGS_CONTROLBINDING_FLIPFURNITURE,Flip Furniture,,Перевернути меблі,Tourner les meubles,Möbel spiegeln,Capovolgi mobili,Virar móveis
SETTINGS_CONTROLBINDING_SKIPCUTSCENE,Skip Cutscene,,Пропустити катсцену,Passer la cinématique,Zwischensequenz überspringen,Salta filmati,Pular cena
SETTINGS_CONTROLBINDING_HOTKEYMOVE,Move,,Перемістити,Se déplacer,Bewegen,Sposta,Mover
SETTINGS_CONTROLBINDING_HOTKEYWEAPON,Weapon,,Зброя,Armes,Waffe,Arma,Arma
SETTINGS_CONTROLBINDING_HOTKEYTRINKET,Trinket,,Талісман,Babioles,Zubehör,Ciondolo,Acessório
SETTINGS_CONTROLBINDING_HOTKEYBASICATTACK,Basic Attack,,Базова атака,Attaque de base,Grundangriff,Attacco base,Ataque básico
SETTINGS_CONTROLBINDING_HOTKEYSPELL1,Spell 1,,Заклинання 1,Sort&nbsp;1,Zauber 1,Incantesimo 1,Encantamento 1
SETTINGS_CONTROLBINDING_HOTKEYSPELL2,Spell 2,,Заклинання 2,Sort&nbsp;2,Zauber 2,Incantesimo 2,Encantamento 2
SETTINGS_CONTROLBINDING_HOTKEYSPELL3,Spell 3,,Заклинання 3,Sort&nbsp;3,Zauber 3,Incantesimo 3,Encantamento 3
SETTINGS_CONTROLBINDING_HOTKEYSPELL4,Spell 4,,Заклинання 4,Sort&nbsp;4,Zauber 4,Incantesimo 4,Encantamento 4
SETTINGS_CONTROLBINDING_HOTKEYSPELL5,Spell 5,,Заклинання 5,Sort&nbsp;5,Zauber 5,Incantesimo 5,Encantamento 5
SETTINGS_CONTROLBINDING_HOTKEYENDTURN,End Turn,,Завершити хід,Fin du tour,Zug beenden,Fine del turno,Finalizar turno
SETTINGS_CONTROLBINDING_CURSOR,Cursor,,Курсор,Curseur,Mauszeiger,Cursore,Cursor
SETTINGS_CONTROLBINDING_NAVLEFT,Nav Left,,Навігація вліво,Nav. à gauche,Nach links,Naviga a sinistra,Nav. esq
SETTINGS_CONTROLBINDING_NAVRIGHT,Nav Right,,Навігація вправо,Nav. à droite,Nach rechts,Naviga a destra,Nav. dir
SETTINGS_CONTROLBINDING_NAVUP,Nav Up,,Навігація вгору,Nav en haut,Nach oben,Naviga su,Nav. cima
SETTINGS_CONTROLBINDING_NAVDOWN,Nav Down,,Навігація вниз,Nav. en bas,Nach unten,Naviga giù,Nav. baixo
SETTINGS_CONTROLBINDING_NAVFORWARD,Nav Forward,,Навігація вперед,Nav. en avant,Nach vorn,Naviga in avanti,Nav. frente
SETTINGS_CONTROLBINDING_NAVBACKWARD,Nav Backward,,Навігація назад,Nav. en arrière,Zurück,Naviga indietro,Nav. trás
SETTINGS_CONTROLBINDING_INVENTORY,Inventory,,Інвентар,Inventaire,Inventar,Inventario,Inventário
SETTINGS_CONTROLBINDING_PIPE,Pipe Shortcut,,Ярлик труби,Raccourci tuyau,Kürzel: Rohr,Scorciatoia tubo,Atalho de cano
SETTINGS_CONTROLBINDING_BOX,Box Shortcut,,Ярлик коробки,Raccourci boîte,Kürzel: Box,Scorciatoia scatola,Atalho de caixa
SETTINGS_CONTROLBINDING_CAMERA,Camera,,Камера,Caméra,Kamera,Telecamera,Câmera
,,,,,,,
MAIN_MENU_PLAY,Play,,Грати,Jouer,Spielen,Gioca,Jogar
MAIN_MENU_SETTINGS,Settings,,Налаштування,Réglages,Einstellungen,Impostazioni,Configurações
MAIN_MENU_QUIT,Quit,,Вийти,Quitter,Beenden,Esci,Sair
MAIN_MENU_CREDITS,Credits,,Титри,Générique,Mitarbeitende,Riconoscimenti,Créditos
MAIN_MENU_COMMUNITY_DISCORD,Community Discord,,Спільнота Discord,Communauté Discord,Community Discord,Discord della community,Discord
MAIN_MENU_MEOW,Meow,,Мяу,Miauler,Miau,Miao,Miau
MAIN_MENU_DELETEFILE,Terminate,,Завершити,Exterminer,Terminieren,Termina,Apagar
MAIN_MENU_DELETECONFIRMATION,"Are you sure you want to erase
save file {savefilenumber}?",,"Ви впевнені, що хочете стерти
файл збереження {savefilenumber}?",Supprimer la sauvegarde {savefilenumber}&nbsp;?,Speicherstand&nbsp;{savefilenumber} wirklich löschen?,"Vuoi davvero cancellare
il file di salvataggio {savefilenumber}?","Tem certeza de que deseja
apagar o arquivo {savefilenumber}?"
SAVE_FILE_COMPLETION_PERCENT,{percent}% Complete,,{percent}% завершено,Progression&nbsp;: {percent}&nbsp;%,{percent}&nbsp;% Fortschritt,Completamento: {percent}%,{percent}% concluído
,,,,,,,
POPUP_TRY_ABANDON_RUN,"Are you sure you want to abandon this adventure? You will lose the cats, items, food, money, and furniture you found.",,"Ви впевнені, що хочете покинути цю пригоду? Ви втратите котів, предмети, їжу, гроші та меблі, які знайшли.","Voulez-vous vraiment abandonner cette aventure&nbsp;? Vous perdrez vos chats, objets, nourriture, argent, meubles.","Willst du dein Abenteuer wirklich abbrechen? Du verlierst sämtliche Katzen, Gegenstände, Futter, Geld und Möbel, die du gefunden hast.","Vuoi davvero abbandonare quest'avventura? Perderai i gatti, gli oggetti, il cibo, i soldi e i mobili che hai trovato.","Tem certeza de que deseja abandonar esta aventura? Você perderá gatos, itens, comida, dinheiro e móveis que encontrou."
POPUP_TRY_ABANDON_HOUSEBOSS,Are you sure you want to concede this fight? You will lose the cats participating in the fight.,,"Ви впевнені, що хочете здатися в цій битві? Ви втратите котів, що брали участь у бою.",Voulez-vous vraiment déclarer forfait&nbsp;? Vous perdrez les chats participant au combat.,"Willst du den Kampf wirklich aufgeben? Du verlierst sämtliche Katzen, die an dem Kampf teilgenommen haben.",Vuoi davvero rinunciare a questo combattimento? Perderai i gatti che partecipano al combattimento.,Tem certeza de que deseja desistir desta luta? Você perderá os gatos que estão lutando.
POPUP_TRY_SKIP_TUTORIAL,Are you sure you want to skip the tutorial?,,"Ви впевнені, що хочете пропустити навчання?",Voulez-vous vraiment passer le didacticiel&nbsp;?,Willst du das Tutorial wirklich überspringen?,Vuoi davvero saltare il tutorial?,Tem certeza de que deseja pular o tutorial?
POPUP_TRY_SAVESCUM_BATTLE,Are you sure you want to quit mid-fight? You will have to redo the fight,,"Ви впевнені, що хочете вийти посеред бою? Вам доведеться пройти бій заново",Voulez-vous vraiment quitter en plein combat&nbsp;? Vous devrez rejouer le combat depuis le début,Willst du wirklich mitten im Kampf aufhören? Der Kampf beginnt beim nächsten Mal von vorn,Vuoi davvero abbandonare il combattimento a metà? Dovrai ripetere il combattimento,Tem certeza de que deseja sair no meio da luta? Você precisará refazê-la.
POPUP_TRY_SAVESCUM_HOUSEBOSS,Are you sure you want to quit mid-fight? You will have to redo the fight,,"Ви впевнені, що хочете вийти посеред бою? Вам доведеться пройти бій заново",Voulez-vous vraiment quitter en plein combat&nbsp;? Vous devrez rejouer le combat depuis le début,Willst du wirklich mitten im Kampf aufhören? Der Kampf beginnt beim nächsten Mal von vorn,Vuoi davvero abbandonare il combattimento a metà? Dovrai ripetere il combattimento,Tem certeza de que deseja sair no meio da luta? Você precisará refazê-la.
POPUP_TRY_SAVESCUM_EVENT,Are you sure you want to quit mid-event? You will have to redo the event,,"Ви впевнені, що хочете вийти посеред події? Вам доведеться пройти подію заново",Voulez-vous vraiment quitter au milieu d'un événement&nbsp;? Vous devrez rejouer l'événement depuis le début,Willst du wirklich mitten im Ereignis aufhören? Das Ereignis beginnt beim nächsten Mal von vorn,Vuoi davvero abbandonare l'evento a metà? Dovrai ripetere l'evento,Tem certeza de que deseja sair no meio do evento? Você precisará refazê-lo.
POPUP_TRY_SAVESCUM_WARNING_1,", and Steven will give you a warning when you return.","these get stapled on after the ""are you sure you want to quit mid fight string""",", і Steven дасть вам попередження, коли ви повернетеся.",", et Steven vous donnera un avertissement à votre retour."," und Steven wird böse sein, wenn du zurückkehrst.", e Steven ti infliggerà un'ammonizione al tuo ritorno., e Steven vai chamar sua atenção quando você voltar.
POPUP_TRY_SAVESCUM_WARNING_2,", and Steven will give you a [c:red]punishment[/c] when you return.",,", і Steven дасть вам [c:red]покарання[/c], коли ви повернетеся.",", et Steven vous [c:red]punira[/c] à votre retour."," und Steven wird dich [c:red]bestrafen[/c], wenn du zurückkehrst.", e Steven ti infliggerà una [c:red]punizione[/c] al tuo ritorno., e Steven vai te dar uma [c:red]punição[/c] quando você voltar.
POPUP_TRY_SAVESCUM_COUNT,(You have save scummed 1 time already on this adventure),,(Ви вже 1 раз перезавантажували сейв у цій пригоді),(Vous avez déjà bidouillé votre sauvegarde 1&nbsp;fois durant cette aventure.),(Du hast während dieses Abenteuers bereits einmal betrogen),(Hai già effettuato salvataggi a ripetizione una volta in quest'avventura),(Você já recarregou 1 vez nesta aventura)
POPUP_TRY_SAVESCUM_COUNT_PLURAL,(You have save scummed {count} times already on this adventure),,(Ви вже {count} разів перезавантажували сейв у цій пригоді),(Vous avez déjà bidouillé votre sauvegarde {count} fois durant cette aventure.),(Du hast während dieses Abenteuers bereits {count}-mal betrogen),(Hai già effettuato salvataggi a ripetizione {count} volte in quest'avventura),(Você já recarregou {count} vezes nesta aventura)
,,,,,,,
ABILITY_EXPLOSIVESHOT_NAME,Explosive Shot,,Вибуховий постріл,Tir explosif,Explosivschuss,Colpo Esplosivo,Disparo Explosivo
ABILITY_EXPLOSIVESHOT_DESC,Lob a puke projectile that does splash damage to neighboring units.,,"Киньте снаряд блювоти, який завдає шкоди в області сусіднім юнітам.",Lance un projectile de vomi qui inflige des dégâts de zone aux unités adjacentes.,"Ein Kotzgeschoss, das Hindernisse ignoriert und bei benachbarten Einheiten Flächenschaden verursacht.",Spari un proiettile di vomito che infligge danno ad area alle unità vicine.,Lance um projétil de vômito em arco que causa dano de propagação em unidades vizinhas.
EABILITY_DOUBLEHIT_NAME,Double Hit,,Подвійний удар,Coup double,Doppelschlag,Colpo Doppio,Golpe Duplo
EABILITY_DOUBLEHIT_DESC,A melee attack that hits twice.,,"Ближня атака, що вражає двічі.",Une attaque au corps-à-corps qui touche deux fois.,"Ein Nahkampfangriff, der zweimal trifft.",Un attacco corpo a corpo che colpisce due volte.,Um ataque corpo-a-corpo que golpeia duas vezes.
EABILITY_FLESHLAD_UPPERCUT_NAME,Uppercut,,Аперкот,Uppercut,Kinnhaken,Montante,Upper
EABILITY_FLESHLAD_UPPERCUT_DESC,"Punch a unit, knocking it back 3 tiles and inflicting Bruise.
[s:.7](Castable once per turn.)[/s]",,"Ударьте юніта, відштовхнувши його на 3 клітинки та наклавши Синець.
[s:.7](Можна застосувати один раз за хід.)[/s]","Un coup de poing qui repousse une unité de 3&nbsp;cases et lui inflige Contusion.
 [s:.7](Une fois par tour.)[/s]","Schlag eine Einheit, stoße sie 3&nbsp;Felder zurück und verursache Beulen bei ihr.
[s:.7](Einmal pro Zug verwendbar.)[/s]","Colpisci un'unità, respingendola indietro di 3 caselle e infliggendole Livido.
[s:.7](Lanciabile una volta per turno.)[/s]","Soque uma unidade, empurrando-a 3 espaços para trás e aplicando contusão.
[s:.7](Um lançamento por turno.)[/s]"
FAMILIAR_PHANTOMMASK_DESC,Invulnerable. Attack it to knock it foward in a straight line. It deals 5 damage to units it hits.,same as OBJECT_PETROCK_DESC but with the Invulnerable mention added to the beginning,"Невразливий. Атакуйте його, щоб відштовхнути вперед у прямій лінії. Воно завдає 5 шкоди юнітам, яких зачепить.",Invulnérable. L'attaquer le projette en ligne droite. Inflige 5&nbsp;dégâts aux unités qu'il touche.,"Unverwundbar. Greif ihn an, um ihn in einer geraden Linie nach vorn zu schleudern. Verursacht 5&nbsp;Schaden bei Einheiten, die er trifft.",Invulnerabile. Attaccala per proiettarla in avanti in linea retta. Infligge 5 di danno alle unità che colpisce.,Invulnerável. Ataque-a para empurrá-la para frente em linha reta. Causa 5 de dano nas unidades que forem acertadas.
FAMILIAR_FLY_STEEL_DESC,Invulnerable.,,Невразливий.,Invulnérable.,Unverwundbar.,Invulnerabile.,Invulnerabilidade.
